topic0	stoff 0.267679333053	richtlinie 0.119755829389	kunststoff 0.0566426873077	ziffer 0.034855736893	chemikalie 0.0333510651852	verarbeiten 0.0306080501551	planer 0.0272968393606	gel 0.0263786234079	entsorgung 0.026093821251	einleitung 0.0231170573968	unentbehrlich 0.0218229125267	chemisch 0.0216105569045	gesamtkonzept 0.0172325676568	einfuhr 0.0148674392424	erörtern 0.0142688637768	spezialgebiet 0.0141560040056	umwelt 0.0128528804928	grundwissen 0.0118931531744	bündel 0.0108266659242	quecksilber 0.0106779054343	bequemlichkeit 0.00914414387647	fließband 0.00878575471853	verarbeitend 0.00816887352349	aufwind 0.00725368754673	kohlenwasserstoff 0.00697699164185
topic120	raum 0.630051967837	material 0.178081474188	funktional 0.0216082139319	beutel 0.0215616171835	gestalterisch 0.0159156507571	skizze 0.0131726931324	vermittelnd 0.00988278047007	schneide 0.00927551718006	rum 0.0078574331117	abnehmend 0.0066418593719	systematik 0.00541988319023	bedruckt 0.00521167265919	reduziert 0.00479430567821	bilderrahmen 0.00463868121661	grafiker 0.00449165929981	lesbarkeit 0.00389050441945	heimkino 0.00355962147376	fenchel 0.00321513854941	arbeitshilfe 0.00309787577785	verkehrsfläche 0.00304309388789	kräutertee 0.00287785322028	sonderfarbe 0.00234282815892	handwerklich 0.00233953365325	vielschichtigkeit 0.00224826547152	personalisierung 0.00220417425265
topic121	freundin 0.288081232904	quote 0.109227508032	date 0.0430330159525	päckchen 0.0378617115828	nein 0.0303698127831	nachtrag 0.0294866142206	oberschenkel 0.027133528134	adler 0.0250275728341	anschaffen 0.0238822772618	ausschnitt 0.020808788607	gestern 0.020388354318	schwören 0.0190684600977	des 0.0175692494342	trainingsplan 0.0160211072151	unnütz 0.0150356208126	entschuldigung 0.0141225663361	anflug 0.0100308445989	versperren 0.00988604541827	quarz 0.00941460607146	sonnenfinsternis 0.00939293320929	belassen 0.00929123164343	wüst 0.00901104389184	piepen 0.00882425184033	gewinnerin 0.00861577578274	bisschen 0.00842065723299
topic122	schwedisch 0.099752119295	verlängerung 0.0974751303039	zulassung 0.0966599408793	verlängern 0.0828146685286	fassung 0.0752221488618	bäcker 0.0386580362363	einreichen 0.0318216074542	alleinig 0.0282489336604	legislaturperiode 0.0254884773357	tagesordnung 0.0249262043446	auswerten 0.0219699353592	verunsicherung 0.0204900834928	domizil 0.0181215446601	anonymisiert 0.0173056608201	superlativ 0.0172183985234	einräumen 0.0142998303255	obergrenze 0.0138898453278	getötet 0.0132305279122	während 0.0128642440267	parzelle 0.0127439536033	vorstandssitzung 0.011346745685	maurer 0.0106188370454	kleingeld 0.00997382521705	halbjährlich 0.00981294830428	prozedere 0.00953929094378
topic123	geld 0.101575812468	geben 0.0389962061559	kosten 0.0360508075984	teuer 0.0316605644866	bekommen 0.0303272206165	zahlen 0.0214758390307	machen 0.0205947304857	bezahlen 0.0167443008508	kommen 0.0164410944965	gehen 0.0160821215139	billig 0.0153524022567	verdienen 0.0152724510066	brauchen 0.0141850381738	gut 0.0141192146671	kaufen 0.0139383224193	lassen 0.0117057262566	groß 0.0111665826536	sparen 0.0108084175103	verkaufen 0.00991618345745	preis 0.00810914979848	eigen 0.00777508658617	hoch 0.00711888895454	klein 0.00710572967495	leute 0.00677941452305	ausgeben 0.00656716963386
topic124	schicht 0.0849765646494	schmuck 0.0696501102895	untergrund 0.0575939566439	lack 0.0526171938895	braut 0.0407415470226	schleifen 0.0317771217622	pinsel 0.0303815097446	farblich 0.0298238593002	schriftzug 0.0281033549338	scheinwerfer 0.0264436583949	schmuckstück 0.0250008090438	lackieren 0.0248797163147	kratzer 0.0230920618445	stammzelle 0.0208418530724	volkslied 0.0174387010168	erfurter 0.0171209166352	partnerstadt 0.0163330764902	reinschauen 0.0159672932611	streichen 0.0156885528339	bräutigam 0.0156527309174	farbe 0.0148834443661	modenschau 0.0141694892777	armband 0.0132922673185	ausschneiden 0.0130745749408	auftragen 0.0129930963528
topic125	version 0.148001320895	geben 0.081460949168	update 0.059968048482	news 0.0594186612422	neu 0.0561859485085	offiziell 0.0404533389757	aktuell 0.0274506371872	erscheinen 0.0261478635504	geschrieben 0.0223066277271	demo 0.020905391432	entwickler 0.0193326547823	verfügbar 0.0174227775672	release 0.0151433235215	feature 0.0144447691762	stehen 0.0137447022592	erhältlich 0.0136802640765	bekannt 0.0133623366069	neuerung 0.0124402254732	komplett 0.01192639705	erst 0.01142850451	woche 0.0108886399363	weit 0.00967250162632	warten 0.00876679869022	final 0.00871499697465	live 0.00856865222583
topic126	begleitend 0.0687642545186	brennend 0.0484119798804	anstalt 0.0467782588321	nachdruck 0.0445688335576	kündigungsfrist 0.0405782123658	mathematiker 0.0321050331725	greifswald 0.0308227716202	verantwortungsbewusst 0.0291558949949	ranger 0.0274139431087	zweckmäßig 0.0255650281786	schriftstellerin 0.0249679649095	benannt 0.0226628316067	astrologie 0.0185408752562	deutlichkeit 0.0174276339336	tierärztlich 0.0154891529055	verfasserin 0.014619609472	bestatten 0.0144953344415	gegenüberstellung 0.0130947882517	einsturz 0.0129834437698	gestohlen 0.0124214731688	unwiederbringlich 0.0121155984805	routinemäßig 0.0120636117087	verfrüht 0.0116011547536	atypisch 0.0115733213699	abzocker 0.0114521963442
topic127	bürger 0.129529085493	verwaltung 0.0595025347249	kommune 0.0566361164534	kommunal 0.044022631059	bürgerin 0.0356722837323	haushalt 0.0334193942811	rat 0.028553600519	stadtrat 0.0278725839151	oberbürgermeister 0.0233976468127	ausschuss 0.0198962068029	vertreter 0.0193378471652	sitzung 0.0174956819689	kooperationspartner 0.0125708614061	rathaus 0.00907623586954	beschluss 0.00891742748791	bürgerinitiative 0.00882738370129	grußwort 0.00773756655017	stadtverwaltung 0.00726156459409	bürgerschaft 0.0067021142574	fachtagung 0.00634379533448	innenministerium 0.00622370116343	bürgerhaus 0.00620133966635	planung 0.00604837396493	ort 0.00580800755587	beschließen 0.00550737580886
topic128	gang 0.304338582354	garage 0.0729304767002	schiene 0.0665043658	schalten 0.0615551353023	kupplung 0.0463690430667	getriebe 0.0404682529452	drehzahl 0.0317796040699	bewegt 0.0280509028716	wolle 0.026070759778	gemisch 0.0215476577218	überbrücken 0.0204541918108	renner 0.0198489403928	volksmund 0.0193757032857	kran 0.0175196810494	mager 0.0147721607948	antreiben 0.0140673717638	einlegen 0.0116090603342	funkgerät 0.0115477910878	räumung 0.0114422588378	beschleunigen 0.0113247655979	erledigt 0.0107627394567	frachter 0.0104919597005	anspringen 0.0101707101708	hellgrün 0.00920107668837	neutralisieren 0.00916888884084
topic129	große 0.0919568842236	feiertag 0.0877750673387	ostern 0.0772262384474	wiederherstellung 0.0489339948063	bleibend 0.0479316060489	schmücken 0.0452542894194	hansestadt 0.0426157354392	lebenserwartung 0.0358221397056	absage 0.0342283072013	fairness 0.0226839738994	menschenwürde 0.0216788542883	angeordnet 0.0194420269257	ruhend 0.0176470337836	festtag 0.0176082792907	festsaal 0.0166647220605	standardwerk 0.0163853448441	gemeinwohl 0.0148075374211	hochglanz 0.0128412322417	fleiß 0.0118764175094	geborgenheit 0.0116811918019	unwürdig 0.0111176323498	aprilscherz 0.0105586687664	osterfest 0.0104782689117	bote 0.0102098754923	sachbeschädigung 0.00976964950885
topic130	pfeifen 0.0306591200968	elfmeter 0.0282038802167	wirbel 0.0240111894621	parade 0.0229938910473	eiskalt 0.0182846505562	pfiff 0.0182138229602	schiri 0.0181526344667	versenken 0.0172535893002	härte 0.0166951203143	fällig 0.0162776379872	parieren 0.0158151787806	aue 0.0152165324403	anpfiff 0.0149533610777	tadellos 0.0143993426518	keule 0.0136251238101	gespann 0.0135891182204	würdig 0.0132796123775	vorangegangen 0.0130230844242	überfluss 0.012779813816	schwalbe 0.0122918087809	gehörig 0.0122676843317	erfolglos 0.0120037116096	lautstark 0.0117360485309	fehlentscheidung 0.0117043991119	superman 0.0116977409289
topic131	gut 0.036616687818	schlecht 0.0215111129629	sehen 0.0213324733906	machen 0.0143723787517	letzt 0.0139761038533	chance 0.0133645995178	stark 0.0112357518765	richtig 0.0109900952769	bleiben 0.0103386615657	kommen 0.00929579835595	klar 0.00929575411899	einfach 0.00850465994327	sicher 0.00842179454469	schwach 0.00752927846212	leistung 0.00749024341853	groß 0.00741490285212	hoffen 0.00680742226969	fehlen 0.00674864463783	spielen 0.00649065878649	wirklich 0.00640775570401	nah 0.00588604525647	gehen 0.00587115185972	denken 0.00584300607798	hart 0.00574141449089	schaffen 0.00560032339233
topic132	team 0.520118570757	spieltag 0.0635294615492	trainer 0.0472713972471	pokal 0.0364114306236	coach 0.0336965090322	sporthalle 0.0190056811502	elf 0.0169378755947	volksbank 0.0146204461097	karlsruher 0.0129695935481	aufsteiger 0.0109079347245	torschütze 0.0107335750373	freuen 0.00987110496061	unbeschreiblich 0.00983982857563	verstärkung 0.00823453985454	saisonstart 0.00758131834544	frauenarzt 0.00747691905007	ansporn 0.00639606335503	kreissparkasse 0.0055109639491	begeisternd 0.00514371228993	übernehmen 0.00412031442652	heimniederlage 0.00382752667131	woche 0.00372453443403	pflichtspiel 0.00335286813356	zuversicht 0.00329742366393	jubel 0.00326930072557
topic133	blind 0.0698988817997	alte 0.0595038975342	träge 0.0360450275707	einziehen 0.0324897687027	haupt 0.0322259912664	enkel 0.0287814795016	vertreibung 0.0287682820164	residenz 0.0253999908396	begebenheit 0.0248764999626	neid 0.0230754098328	geblieben 0.0217152500943	anekdote 0.0216546833873	turbulent 0.0187033953072	erben 0.0177706998334	gelassenheit 0.0171504678301	zerstört 0.0166355804669	geschehnis 0.0165417616893	trotz 0.0159547148249	gemüt 0.0149143574818	vergeblich 0.0147482719088	dürftig 0.0143222570926	pflegestelle 0.0135476447107	trotzen 0.0127236926093	unzufriedenheit 0.0126501052164	sehend 0.0119847689086
topic134	party 0.241669257047	exklusiv 0.182014273833	feedback 0.118535282703	arrangement 0.0424193468997	geschäftspartner 0.0358214819729	kontaktaufnahme 0.0353497515305	qual 0.0322068800707	buchbar 0.0261492683435	treppenhaus 0.0237852878144	reservieren 0.0211623861169	streiken 0.0179389542366	marktwert 0.0153211553804	informationsangebot 0.0143898034818	centrum 0.0139472426405	house 0.0134294549695	feuerzeug 0.013347775804	informationsquelle 0.0121166696762	kurpark 0.0110766106273	meinungsverschiedenheit 0.0106723454336	nachweislich 0.00985467696033	sorgenfrei 0.00920478907515	überhang 0.00885670743704	überwiegen 0.00824467053672	jahrhundertealt 0.00771740548435	irakkrieg 0.00771636474298
topic135	trennen 0.16934099332	trennung 0.105797891714	streit 0.0886209434792	teufel 0.0596461440532	streiten 0.0379110516436	grube 0.0300902804797	befreiung 0.027188167282	prostitution 0.0220568854198	beschränkt 0.0212779529638	missstand 0.0209934308907	zugehen 0.0201718314579	prostituierte 0.0196531848286	abbau 0.018318959884	printmedium 0.0180756701991	unterwelt 0.0166117168296	gefälle 0.0156053788711	futtermittel 0.0148427519397	anstoß 0.0143398635773	gehoert 0.0143073291486	vertrieben 0.0134981228553	regierungspräsident 0.0133390824629	auktionshaus 0.0127538839953	versäumnis 0.0125470273812	esoterik 0.0124592273069	abführen 0.0121431136798
topic136	recht 0.0194311471696	gewalt 0.0169584531685	freiheit 0.0104745237685	lassen 0.00777016169149	opfer 0.00763206775502	menschenrecht 0.00639342416575	öffentlich 0.00625695243799	zeigen 0.00622608970256	politisch 0.00582157874628	eigen 0.00570595384241	mensch 0.00546947845742	moralisch 0.0048506276314	öffentlichkeit 0.00454192315511	verbrechen 0.00452223936337	fordern 0.00450546084863	mittel 0.00436732909358	gehen 0.00418698985423	gefahr 0.00387532802661	machen 0.00385618501691	kritik 0.00373914959833	gesetz 0.00369360098713	offen 0.00366365441894	stellen 0.00362730887526	gelten 0.00358308751979	versuchen 0.00354207223568
topic137	spruch 0.0881978985329	phantasie 0.0788245201629	aufforderung 0.0357456724011	mitmensch 0.03350841463	zweig 0.0323604826786	schützend 0.0218741220944	mögliche 0.0208839170998	baumaterial 0.0206536488729	fackel 0.0201326730507	genannter 0.0197919530814	mehren 0.019255734424	zuschreiben 0.0191439721448	zwickmühle 0.0190556229389	pelz 0.0160631709951	beladen 0.015767127472	röntgen 0.0156671264397	nachbesserung 0.0154784490389	kongregation 0.0143030470545	biber 0.0142702949055	raubtier 0.0133260204658	murmel 0.0117362487865	problemlösung 0.011426319248	sämtlich 0.0112173944196	überfahren 0.0111840641845	fehlerquelle 0.0110919202663
topic138	transparent 0.0972693404583	steuerung 0.0620054774955	transparenz 0.0552652586156	optimierung 0.0479399192594	ausrichtung 0.0463895080351	effizient 0.0438650262438	ermitteln 0.0415937847369	optimieren 0.0366669317828	funktionierend 0.0365251631657	betreut 0.032357615959	zentrale 0.028629701225	effizienz 0.0247388701361	ausgerichtet 0.0241200478824	ausrichten 0.0229474474842	ganzheitlich 0.0212466969058	schwachstelle 0.0205299775308	regulieren 0.0188883635318	regulierung 0.0188133884973	vorreiter 0.0179466711235	einbrecher 0.015217745279	schwergewicht 0.0117071241101	unternehmensberater 0.0116871706749	erfinderisch 0.0114284808716	sicherheitsmaßnahme 0.0110028927928	umweltschonend 0.0108818257438
topic139	verbindung 0.258516787644	redaktion 0.134858810826	spanisch 0.130323211032	dsl 0.0507040656286	handbuch 0.0439785355136	router 0.0431921656244	port 0.0386588710238	cache 0.0319014148236	verbinden 0.0273264992189	modem 0.0266728755224	rezension 0.0214462349838	anschluss 0.0162342779437	filtern 0.0155615115485	spanier 0.0142442958728	kontingent 0.0122162706626	endrunde 0.0095733532266	lateinamerikanisch 0.00919144791611	klassifizierung 0.00788444977171	rezensent 0.00726483024645	multinational 0.00718927927275	gliedern 0.00611798748595	leserinnen 0.00587672362883	besprochen 0.00517092357439	jumper 0.00470851993828	setzen 0.00459445156735
topic140	netzwerk 0.331865412936	bezug 0.0788324980195	publikation 0.0774534042418	ergänzung 0.0717152859724	lesung 0.0660669903586	auswertung 0.0392308173477	aufbauen 0.0319057075135	zertifizierung 0.0300920640706	familienfreundlich 0.0231108349049	switch 0.0226014418076	diskussionsforum 0.0218690672056	erstellung 0.020849824196	aschaffenburg 0.0180580862563	nachschlagewerk 0.0175180613655	visualisierung 0.0173849151687	vernetzen 0.0145472697169	jänner 0.0128492728698	studienzeit 0.00781671772435	plattform 0.00698306155884	blankenburg 0.00653374719668	interessant 0.00613427314266	machbarkeitsstudie 0.00480952299444	erfahrung 0.00477791371644	weg 0.00444797565909	studienaufenthalt 0.00428423932482
topic141	freund 0.4769338944	logo 0.0980594355927	community 0.0942053809923	schrift 0.0500137322803	chat 0.0439471991021	anonym 0.0361291381685	hörbuch 0.0265692480993	webcam 0.0207393860054	brauch 0.0172659523852	chatten 0.0113131444198	schriftart 0.0109595936595	zahlungsmittel 0.00979413124064	vier 0.0088874691872	dunkelbraun 0.00842484014463	lebensart 0.0082423934015	informationsdienst 0.00773832164295	klassenkamerad 0.00758791023321	gießener 0.00692001173249	prägung 0.00681982120298	messenge 0.00634640801674	meinungsaustausch 0.00578830824631	credo 0.00454962413652	kunsthistoriker 0.00334312233335	semantik 0.00333599444704	endlos 0.00320038900649
topic142	norm 0.0980078676698	rätsel 0.0495744519268	eintragung 0.0453244129546	computerspiel 0.0390114946131	gemeinsamkeit 0.0372984683281	historie 0.0363291372195	traktor 0.0354586959255	konzeptionell 0.0340592910089	kognitiv 0.0243141184824	beantwortung 0.0235996715344	spielend 0.0209792509696	mechanismus 0.020772026179	passgenau 0.0190806217333	marktforschung 0.0189667097724	abstract 0.0175811364338	aufdecken 0.016199503703	knifflig 0.015399658225	misserfolg 0.0147036279844	spielende 0.0141445156102	begutachtung 0.0139990245845	sonderfall 0.0137040551842	funktionstüchtig 0.0134238080169	rekonstruktion 0.0131504007516	schulsystem 0.0129838613517	rekonstruieren 0.0124906418995
topic143	folge 0.318042394903	serie 0.273513080696	staffel 0.116924457474	episode 0.0522859264474	losen 0.0210509788874	folgen 0.0202583967554	season 0.0125557902093	wiederholung 0.0125423123513	anatomisch 0.00943434207636	fan 0.00877887407708	übersee 0.00794401508527	ende 0.0078588466611	tonspur 0.00680551054778	letzt 0.00661535577823	szene 0.00619362632503	special 0.00571298731932	fernsehserie 0.00551951230744	hauptdarsteller 0.00473829096564	spammer 0.00421131682155	erst 0.00405772799389	macher 0.00401832107276	tagesschau 0.00373564182634	komplett 0.0037176646464	enden 0.00344692213886	erstausstrahlung 0.00289568648716
topic144	gold 0.310243668666	silber 0.144171070672	talent 0.0826156071734	rohstoff 0.0479742060073	traffic 0.0395133217619	webdesign 0.0312848515253	future 0.0254197192067	edelmetall 0.0243451325728	sitemap 0.0239832725936	zunft 0.0187390570114	unze 0.0143548062039	ansturm 0.0132926982362	philharmoniker 0.0127825912016	burgenland 0.0119564980851	nahen 0.0114106373961	preisniveau 0.0104447570639	erz 0.0101356072018	goldmünze 0.00957960410918	marktpreis 0.00956944693889	ratio 0.00939476962976	ausgebildeter 0.00915769551477	textlink 0.00904330632605	fremdartig 0.00838404840428	wandelnd 0.00800985943031	kongresszentrum 0.00755098355753
topic145	musik 0.25353252793	hören 0.198182187757	radio 0.114905335126	sendung 0.0950536630585	hörer 0.0302887731071	chart 0.0263144505919	cds 0.0210984988588	drum 0.0161994308716	anhören 0.0153895236013	moderator 0.014816822407	soundtrack 0.0127233117155	techno 0.0124659017858	live 0.0123486975269	abspielen 0.0107326754455	ohr 0.0104522737402	ton 0.00952332196035	arten 0.00873939603723	stilrichtung 0.00784355636976	hommage 0.00665039688514	gehören 0.00649758923207	moderation 0.00644377434262	interpret 0.00593731678994	ankurbeln 0.00533718820237	reinhören 0.00498576795146	zuhören 0.00478455490004
topic146	leer 0.351066504102	selbsthilfegruppe 0.0986726218672	wissenswerte 0.0563079070169	kur 0.0536985141868	allergiker 0.03594562089	kinderbetreuung 0.0348190041387	sprachraum 0.0252884277009	unterziehen 0.024206678014	lebensgefährlich 0.0209746062537	medizinisch 0.0209531808219	verträglich 0.0189925116173	hauptgebäude 0.0189132571369	qualitätsstandard 0.018523167445	genesung 0.0176356346596	lückenlos 0.0176340073673	aufenthaltsraum 0.0176019907642	einwöchig 0.0141016090802	trendsetter 0.0128850952472	geiz 0.0119625930732	winterspiel 0.0112547343258	jahresbericht 0.00932678567523	abtasten 0.00846892028139	eminent 0.0078321094381	gebündelt 0.00744330236766	unterschlagen 0.00671383722558
topic147	gehen 0.0391895923419	problem 0.0385436392127	machen 0.0308106699677	geben 0.0240322668424	kommen 0.0212292712366	einfach 0.0203640171149	bekommen 0.0151429027175	sehen 0.0141761446537	gleich 0.0136347596302	gut 0.0132066152746	liegen 0.0127922000523	haben 0.0124870749103	stehen 0.0123688046192	richtig 0.0121453079374	normal 0.0117891503458	brauchen 0.0117094580752	wissen 0.0112406463988	laufen 0.0110221628032	funktionieren 0.0105621964845	genau 0.0099716159544	sagen 0.00952792713079	neu 0.00925599870901	dank 0.00837202624784	ganz 0.00819595374409	recht 0.00739204954922
topic148	euro 0.460715606922	monat 0.0869230819042	kosten 0.0560321307966	monatlich 0.0264886565033	höhe 0.0256223412938	betragen 0.0218207951345	cent 0.0172453964234	maximal 0.012850003028	erhalten 0.0128425837602	jahr 0.0126589306086	zahlen 0.0124763852536	zusätzlich 0.0122094949541	betrag 0.00896265584564	liegen 0.00819405261635	gelten 0.00726612195431	bonus 0.00713715300371	fallen 0.00679882459061	weit 0.00660552785254	kosen 0.00596762155128	belaufen 0.0059577229691	jährlich 0.00553179323934	budget 0.00528892988509	festnetz 0.00528497121562	zuschuss 0.00500941662499	guthaben 0.0046693360884
