topic0	halter 0.0846611221108	orientierung 0.0805864744472	papst 0.0783766189505	ablegen 0.0473016062045	homosexuell 0.0407950926932	neigung 0.0404149567466	penis 0.0396300771204	schwule 0.0365680307079	vorhaut 0.0280008965849	vatikan 0.0278359530307	garnele 0.0277181931313	respektiv 0.027568643879	homosexualität 0.0271187635607	veranlagung 0.0264952550604	beobachter 0.0264266214554	homosexuelle 0.0225508477888	buchführung 0.0202046584464	käuflich 0.0201605500243	ablage 0.0178853405167	säkular 0.0172963242707	nachzucht 0.0167946012465	heterosexuell 0.0150490636871	kardinal 0.0141964888579	außenßen 0.0139367556024	ungereimtheit 0.0128464044902
topic144	papier 0.157620396389	abbildung 0.133035661916	katalog 0.0743531268976	zeichnung 0.0377901686063	achse 0.0349023370701	laser 0.0314501665716	horizontal 0.0268969008633	vertikal 0.0257238021353	farbig 0.024685048256	matt 0.0226041962429	rückseite 0.0218284996952	skizze 0.0192928024902	diagramm 0.0176585684534	referenz 0.0144658718178	präzision 0.0142598396541	markierung 0.0119639069155	anfertigen 0.0107609213731	substrat 0.00923009903296	beschichtung 0.00914338510293	zugehörig 0.00826041939174	sozialwissenschaftlich 0.00822446693557	zehntel 0.00769452510659	angetrieben 0.00750998672799	ausschneiden 0.00740426554857	verhältnis 0.00727063406117
topic145	zahl 0.403350038556	anzahl 0.145413595253	statistik 0.0855303992458	statistisch 0.0518881901718	zählen 0.0350884133991	faktum 0.0320026950454	überarbeitet 0.0224811271776	aktualisiert 0.0208261918331	ratgeber 0.016482881754	renovieren 0.0149259104232	ungültig 0.0139640175358	lehrreich 0.0136034555475	seitig 0.010397991581	richtwert 0.00965721450626	grundeinkommen 0.0086878009413	ermittelt 0.00779437649584	grundidee 0.00513714376545	stimmzettel 0.00510901570933	absteigend 0.00497210460544	geschützter 0.00478815486098	aufeinanderfolgend 0.0043845066769	addieren 0.00434806926926	ungerade 0.00404802075178	zentralstelle 0.00393399553231	kinderprogramm 0.00392143300711
topic146	air 0.140458476223	rakete 0.0795634558917	schub 0.0464350541813	landung 0.0422233256278	zünden 0.0271823479771	boje 0.0256065686008	düse 0.0254360834867	funktionsweise 0.0253195701322	triebwerk 0.0216376553552	weitsprung 0.0216155916213	datenschutzbeauftragte 0.0213558923893	torpedo 0.0200010380233	fangemeinde 0.0185079216482	dealer 0.01739158118	vakuum 0.0170712692322	anstrich 0.016774928525	abrufen 0.0166344764733	abschießen 0.0160917638892	umgangssprachlich 0.014919334086	faltblatt 0.0143200630976	rechenleistung 0.0135252178272	diskussionsbeitrag 0.0127892894967	vorherrschen 0.0126539305271	jahreshälfte 0.0122596545889	warnsignal 0.0118237500688
topic147	erst 0.091629787279	platz 0.0794024615594	zweit 0.0580413296803	dritt 0.0276079691304	gut 0.0258753500849	mal 0.0186254791939	gehen 0.0158519894789	kommen 0.0140213632951	weit 0.0123192105811	ende 0.0120803156584	zeigen 0.0111311001029	letzt 0.0108859927455	runde 0.0108630419275	viert 0.0105256498354	erfolg 0.00989877713241	gastgeber 0.0090944089383	belegen 0.00884169206852	erneut 0.00849668514828	erfolgreich 0.00817162478563	setzen 0.00790191143494	stehen 0.00785917874474	erreichen 0.00774168769474	knapp 0.0075833789253	geben 0.00745172564285	folgen 0.00736162425277
topic148	board 0.154964627306	diabetes 0.0989867262026	index 0.0925691203984	sparte 0.0466315217897	übergewicht 0.0363233427541	szenarium 0.0303203447433	diabetiker 0.0302959670332	aufbereitung 0.0292729815004	unterschreiben 0.0270434545602	antragstellung 0.0259013445501	brandenburgisch 0.0258301876016	photovoltaikanlage 0.0255662686694	bmi 0.0224033364026	inoffiziell 0.0192154568419	geschlossener 0.0159750713656	gegenmaßnahme 0.0148210574586	überfahren 0.013792580383	verarbeitend 0.0129878059768	hauptnavigation 0.0123905027875	adipositas 0.0119141074545	spritzen 0.0117474855757	landschaftsschutzgebiet 0.0109592416463	grausig 0.010938141318	gesättigt 0.0103865705415	kingdom 0.0103148939893
topic149	mitglied 0.14240849912	verein 0.0981205939897	vorsitzende 0.0461407501499	vorstand 0.0410884011214	jahr 0.0258539432118	spende 0.0176937298062	mitgliedschaft 0.0117429748506	mitgliederversammlung 0.0116070898349	stellvertretend 0.00952910760093	amt 0.00896023573928	förderverein 0.00891130123024	aktiv 0.00842887129622	vorstandsmitglied 0.00761486169538	satzung 0.00723962123316	versammlung 0.00706825523285	aufgabe 0.00692409488339	bestehen 0.00673659199696	einstimmig 0.00603976883841	neu 0.00603320374855	erhalten 0.00601873913634	vertreter 0.00595700184607	erst 0.00586046327173	wahl 0.00568131348831	nehmen 0.00556708572662	weit 0.00554426931753
topic150	zyklus 0.0692673475915	vampir 0.064369655603	bande 0.0560336571696	neuauflage 0.0423788127075	member 0.0257832057395	gewichtung 0.02494939976	kenntnisstand 0.0215282824093	domizil 0.0210431380882	sandstein 0.0201944699787	weiterbilden 0.0198154102678	küren 0.0191603911607	austragen 0.018871076122	wintern 0.016986841436	gedulden 0.016152855565	blizzard 0.0156835147401	asteroid 0.0153098180252	fasziniert 0.0152209825147	terminator 0.0151891511576	kundig 0.0144749649186	spike 0.0140193756887	meute 0.012820850189	objektorientiert 0.0126420818738	champ 0.0124826202098	beibehalten 0.0123320305104	zusammentragen 0.0122753382938
topic151	wild 0.100461765966	jäger 0.0668404782047	jagd 0.0626680771793	maske 0.0513250013779	schlange 0.0449477578922	jagen 0.0417449821905	schuss 0.0367693022381	schießen 0.0299541219527	wirt 0.029535288796	fuchs 0.0264029140521	munition 0.0248314395253	revier 0.0209023883649	geschoss 0.0206957372573	taube 0.0204666166456	reh 0.017637260678	wildtier 0.0168119099162	bart 0.0147249543946	beute 0.0146192592473	kaliber 0.0142053836712	gewehr 0.0137698928654	hirsch 0.0133812951066	wildschwein 0.013018002504	schlagzeuger 0.0128275589742	biotop 0.0125793950448	patron 0.0105731738344
topic152	raum 0.499829402427	digital 0.11764874674	virtuell 0.0646342488188	interaktiv 0.0418965541147	deutschsprachig 0.0223310155652	freibad 0.0132681951079	räumlich 0.0119411395324	maßgeschneidert 0.0116729599951	food 0.0112088548305	fassade 0.0110271518167	animation 0.0106825064859	umgebung 0.00900969359856	räumlichkeit 0.00842101953868	grünfläche 0.00786376433529	genutzt 0.00714477410913	installation 0.00692209317771	kiez 0.00614694033919	center 0.00596158788528	mietpreis 0.00591892360621	multimedia 0.00562090743711	reederei 0.00557131646608	stellensuche 0.00536522865647	örtchen 0.00525347667346	ort 0.00473052474366	jugendleiter 0.00427279701516
topic153	gruppe 0.45244968058	gemeinsam 0.232383149585	flyer 0.0239310849224	gemeinschaft 0.0226578771717	treffpunkt 0.0214353770207	gegenseitig 0.021294451916	austausch 0.018190468492	verschieden 0.0148619369191	einzeln 0.0123917858194	kontakt 0.00765642316781	bilden 0.00754320764363	organisieren 0.00690693059377	hort 0.00655232556455	unternehmung 0.00583041106993	zusammenkunft 0.00530633150758	besprechen 0.00496692098783	tram 0.00493002806336	austauschen 0.00492656825241	diskriminierend 0.00473220612587	teilen 0.00384516210192	glaubensgemeinschaft 0.00360854475306	alexanderplatz 0.00336918077339	kleingruppe 0.00323355004821	regelmäßig 0.00316644856627	kennenlernen 0.00310183121001
topic154	großraum 0.0681153457529	chinese 0.0651166086373	personalausweis 0.0440820340672	sekretariat 0.0342385404418	inder 0.0302794993767	überblicken 0.0297720157276	sprechstunde 0.0285083654876	zuzahlung 0.0258519272941	turbine 0.0243057097767	überschuss 0.0241926409047	windrad 0.0221913610224	altersgrenze 0.0208665738646	vermutet 0.0194260227235	reflektor 0.0186710788582	steckbrief 0.0179300638515	begleitperson 0.0176102535803	bauarbeiter 0.0173424997314	eisenhüttenstadt 0.0164515339542	beschreibend 0.0155161228473	zustellen 0.0152138563907	krankenhausaufenthalt 0.0141556064188	vorhandensein 0.0135583719889	legierung 0.0133929920909	oberschule 0.0126017165449	privatschule 0.0124966404423
topic155	nachbar 0.233207777204	sensationell 0.0473744280155	adjektiv 0.0270418506838	anstoß 0.026061311151	torschütze 0.0219956424944	vorfinden 0.020435029521	einstimmen 0.0202577490949	leichtfertig 0.0200390545236	fingernagel 0.0167777017153	rosig 0.016675501956	vereinzelt 0.0162743910694	tellerrand 0.0161859278908	superlativ 0.0152443158737	ohnmacht 0.0146766904343	rückschritt 0.0137891692407	wertigkeit 0.013513490449	größte 0.0132770738493	substantiv 0.0125101569984	plural 0.0114952235527	klamm 0.011389532805	gruppenspiel 0.0111159921802	beispiellos 0.0110780925322	turniersieg 0.010422845503	protestaktion 0.0102709262607	katapultiert 0.0100376303269
topic156	thema 0.368994674871	vortrag 0.0682348644947	diskussion 0.0362323000048	aktuell 0.0319918076447	beschäftigen 0.0207031432356	diskutieren 0.020669256815	finden 0.0196510338402	interessant 0.0190197089417	tagung 0.0187731116611	kongress 0.0144526227009	befassen 0.0108090189696	gespräch 0.0106495200014	dialog 0.00977497800858	symposium 0.00722100671881	halten 0.00705677346487	spannend 0.00693779748484	berichten 0.00666721416197	thematisch 0.0066565745489	thematik 0.00665140571442	erläutern 0.00588871789464	interessiert 0.00543562959741	stellen 0.00530111839735	intensiv 0.00526139015038	widmen 0.00506436933358	geben 0.00466514044089
topic157	geschichte 0.127607774801	erzählen 0.0342395631266	figur 0.0214450320593	szene 0.015285299295	spannend 0.0135332492531	ende 0.0124450590538	leben 0.0117415552135	handlung 0.0102588486282	wirken 0.00854218403321	ereignis 0.00796156073555	vergangenheit 0.00760079955807	erinnern 0.00706924968287	jung 0.00693087951959	protagonist 0.00687440337554	erzählung 0.00678570206103	zeigen 0.00676624962033	welt 0.0066193669705	zeit 0.00644816255287	charakter 0.00639519418716	klein 0.00628824637542	lassen 0.00608561638072	hintergrund 0.00594708041915	spannung 0.00574719871631	story 0.00570747895961	interessant 0.00549154280524
topic158	fahrzeug 0.0885773693297	auto 0.029915093084	fahrer 0.0293817095223	reifen 0.026329693128	teil 0.0219107876585	golf 0.0183737068905	schraube 0.0170680608221	scheibe 0.0169298242365	motor 0.0167427638192	neu 0.0100247230277	felge 0.00904624364309	komplett 0.00892058137984	sitz 0.0083335355374	hersteller 0.00796685570398	umbau 0.00777874887182	montieren 0.0077389154819	blech 0.00737774320927	führerschein 0.00705200961732	anhänger 0.00663361867855	pkw 0.00630060022849	passen 0.00622097087209	bausatz 0.00618030086346	getriebe 0.00605119448783	lassen 0.00591126515646	einbau 0.00590673256114
topic159	halle 0.320672366633	buche 0.0709897504925	absetzen 0.0624428840562	sporthalle 0.0421964339469	verbuchen 0.0348587746095	enzym 0.0342218429193	volksbank 0.0324603315617	aufschlag 0.0268772206541	zähler 0.0204207527051	gebrüder 0.017300898852	leitungswasser 0.0172928279167	jahresbeginn 0.015851228682	jubel 0.0154636014424	kurzstrecke 0.014497226963	vormarsch 0.0141836989788	nitrat 0.0125201544449	standby 0.0123172294974	resümieren 0.0123171605567	reisepreis 0.0122525118355	kreissparkasse 0.0122354518989	visualisieren 0.0118093579239	sämtlich 0.0110158883773	gangart 0.0100798158749	grundpreis 0.00948920145412	bodengrund 0.00822920978642
topic160	krankenkasse 0.126379595701	kölner 0.116881693867	krankenversicherung 0.0978237064561	landesregierung 0.0933587686379	sitzung 0.0805778464877	kürze 0.0425678627691	kurzbeschreibung 0.0351888552281	rheinisch 0.034781509665	ministerin 0.0335092091344	verspätung 0.0258470464696	regelwerk 0.0237789218602	verdeckt 0.0229952470506	point 0.0213821166308	schulform 0.0171032944271	förderschule 0.0152002182461	domäne 0.0149592096874	einblenden 0.0111596777295	gestrig 0.0103876794946	forschungsgruppe 0.00959613648452	kostenübernahme 0.00940747424038	fahrspaß 0.00918108047475	routinemäßig 0.0087227390958	dienstagabend 0.00829905225806	firmenprofil 0.00775775135726	gefürchtet 0.00739557713299
topic161	ober 0.308648657768	unter 0.20275473509	stamm 0.0474987464169	spule 0.0357954535588	antik 0.022749567373	methodik 0.0169126486581	verbund 0.0160584649633	färbung 0.0155950255858	zweig 0.0140658809298	bauart 0.0131943289312	internetnutzer 0.013080110056	vereinzeln 0.0126577160686	klassifikation 0.0126198488856	münden 0.0115850257817	ausläufer 0.00975259902438	modellieren 0.00944965376442	hörprobe 0.00814376394902	fundus 0.00812046896068	pfadfinder 0.00808724988087	aufsteigend 0.00781133626118	geformt 0.00746585089719	schuhwerk 0.0071002881548	einfrieren 0.0069376691336	vierfach 0.00645605378862	verhaltensregel 0.00638868645347
topic162	inhalt 0.122096858686	seite 0.0410249673946	ausdrücklich 0.0290564998986	nutzung 0.028884821258	dritte 0.0223386420726	datum 0.0204207565243	verantwortlich 0.0182233633362	autor 0.0175928873673	urheberrecht 0.0149891095725	betreiber 0.0134927240491	information 0.0120482006399	text 0.0115854934758	veröffentlichung 0.011440114352	verwendung 0.0114163671827	link 0.0110009257692	teil 0.0108246306034	personenbezogen 0.0095852696556	jeweilig 0.00912981648583	nutzer 0.00891911276116	kommerziell 0.00874632816046	cookie 0.0086094509781	fremd 0.0082330956044	angebot 0.00821219360172	zustimmung 0.00806568733117	recht 0.00806040984109
topic163	fort 0.0491016923097	safari 0.0471327538788	augenmerk 0.0438231650677	division 0.0435255934131	bäcker 0.0374609670578	falte 0.0258820747888	zusammentreffen 0.0248771033572	wiederherstellen 0.0239184598597	bearbeitet 0.0217039684912	erfahrbar 0.0196692137616	fräulein 0.0177035164378	regisseurin 0.0167022769692	lebenshilfe 0.0163867993178	beachtet 0.0157092189402	fabelhaft 0.0144612186356	gottesmutter 0.0143857468793	kleinod 0.014259837976	fleiß 0.0133335063711	funktionstüchtig 0.0132558535522	bindeglied 0.0130165880448	schaufel 0.0121846578189	ungleichbehandlung 0.0119714673122	gebärdensprache 0.0113315079176	heimkehr 0.0106945405891	bogenschießen 0.0105600655055
topic164	schwangerschaft 0.0259481320376	tag 0.0258155317614	schlafen 0.022596302714	geburt 0.0224932542522	bett 0.0187635467388	abnehmen 0.0177378430131	fit 0.0175643029252	stress 0.0172181535314	schwanger 0.0166410483221	woche 0.0162406107543	nehmen 0.016173335619	tablett 0.0151713355894	schlaf 0.0148728405956	arzt 0.0143015842473	bauch 0.0136516751057	monat 0.0135234704577	bekommen 0.0107577371321	gut 0.0106495539848	machen 0.0105516070272	pille 0.010329383038	normal 0.0102189549448	hormon 0.00897750821951	blutdruck 0.00879568466942	gesund 0.0082916960137	schlaganfall 0.00792721790489
topic165	religion 0.131369959111	türkisch 0.0733459589825	religiös 0.0540746865307	islam 0.0471514665924	islamisch 0.0396822576231	türke 0.0293964227871	kultur 0.0209991271259	camp 0.0206025313754	muslimisch 0.0202693677875	moschee 0.0158537955912	koran 0.0147787166623	einwanderer 0.0147219403155	muslim 0.0130917935291	arabisch 0.0129927152186	mitbürger 0.0126300536558	trompete 0.0111169638826	laterne 0.010839114049	religionsunterricht 0.0104689859444	land 0.00989938848356	kurdisch 0.0098753532163	kommentarfunktion 0.00930492877474	herkunft 0.00930195749367	orientalisch 0.00868277660005	informatiker 0.00844801550561	prickelnd 0.00777154362629
topic166	küche 0.0283783718243	urlaub 0.0234150974126	groß 0.0217977853558	gast 0.0207266389697	bieten 0.0177239408201	park 0.0166230989035	ferienhaus 0.0159432108767	gemütlich 0.0134976740131	ruhig 0.0134374526689	klein 0.0132238514018	schön 0.0129321498084	platz 0.0128140073671	person 0.0125036847232	dusche 0.0124948863359	stehen 0.0118619733828	pool 0.011648991239	direkt 0.0115664030963	terrasse 0.0114857709605	befinden 0.0112138575348	schlafzimmer 0.00996266212258	liegen 0.00992573025878	bad 0.00988475402012	garten 0.00918856398254	verfügung 0.00908485256165	genießen 0.00894186420068
topic167	bieten 0.0290152676679	schnell 0.0208450579557	hoch 0.0200336916213	einfach 0.0182151966353	lassen 0.0181719527621	gut 0.0144511810637	optimal 0.0144423072293	einsatz 0.0133796125767	groß 0.0133007760768	vorteil 0.0128091943529	ermöglichen 0.0126577322044	zusätzlich 0.0125613636241	speziell 0.0114387082197	sorgen 0.00947085557974	möglich 0.0093911538053	sicher 0.00915615355754	verschieden 0.00914795197092	lösung 0.00865647232401	neu 0.00827728750148	möglichkeit 0.00728605728593	weit 0.00726599322713	modern 0.00713235927113	leicht 0.00712292062318	system 0.00707756940599	eignen 0.00695769808517
topic168	französisch 0.262225969156	österreichisch 0.1022887838	franzose 0.0526650282432	kanadisch 0.0445158511187	urkunde 0.0362544740441	österreicher 0.0331409392376	meeting 0.0205319837071	einjährig 0.0190366223185	norddeutsch 0.0183791343917	österreichische 0.0175125498574	standesamt 0.0136146252224	regulär 0.0135106934039	zusammenfassen 0.013121190496	hospital 0.0130945712451	angesehen 0.0127009767966	bundesanstalt 0.0126384838213	merkblatt 0.0110634752618	napoleon 0.0109964432682	enzyklopädie 0.0104206084767	philharmonie 0.00908907999553	diamond 0.00896486073498	instrumentarium 0.00854703009346	kostenintensiv 0.00829194688346	vertriebspartner 0.00807854409431	beifügen 0.0079781673528
topic169	nachricht 0.326489682028	service 0.177548212982	leer 0.0684139760108	warenkorb 0.054434219355	pack 0.0391828026328	neuheit 0.0337544419921	nähere 0.0198656409263	atlas 0.0192331334008	dateisystem 0.0175271845156	arbeitszimmer 0.0149587613012	tadellos 0.0148295130312	turbulent 0.0121366418318	importiert 0.0105935129791	nutzfahrzeug 0.0103634788213	leasen 0.0100395264083	testergebnis 0.00974064811542	geschäftsleute 0.00952504982727	parfüm 0.00848574440384	zusammenfügen 0.00779419430216	baugewerbe 0.00748651750348	duftstoff 0.00586361204148	dekorativ 0.00580069118337	hintergrundmusik 0.00573558215148	produktgruppe 0.00522664422284	bindestrich 0.00451867506179
topic170	beleidigung 0.0297974704393	aggressiv 0.0296952388529	turnen 0.0208713109004	ärger 0.0177657435986	aggression 0.0174411356044	hacken 0.013460903947	anonymität 0.0132337727908	professionalität 0.0129931279066	spielregel 0.0122085788842	extremfall 0.0121940925114	provozieren 0.0118547240471	unglaubwürdig 0.0117980139631	attacke 0.0117859969781	allermeist 0.0116720432761	eingestehen 0.010251679371	niedersachse 0.0102282317632	hitzig 0.0100056865766	höflich 0.00959491729245	abfinden 0.0087803420939	vorkommnis 0.00877580301015	wortwahl 0.00872972675629	mutieren 0.00820019973623	untermauern 0.00794300004881	meiden 0.00753365573414	unbefriedigend 0.0072942601051
topic171	druck 0.266549072274	chinesisch 0.143841309036	handwerk 0.0580854225944	drucken 0.0550724034523	nadel 0.0325446255548	gefäß 0.0262996610497	ästhetisch 0.0202788802436	kombiniert 0.0194906268987	blinde 0.0161990149976	narbe 0.0154442929012	akupunktur 0.0150641740076	plastisch 0.0143690790535	druckerei 0.0125561542806	irritation 0.0118933668989	chirurg 0.0111837797547	bedrucken 0.00954615749572	workflow 0.00920903238294	scheide 0.00889551464405	geologie 0.00835221014716	bewegungsapparat 0.00747036873595	gesunde 0.00730762196981	geologisch 0.00720538730939	gewebe 0.00656591975436	traditionell 0.00634180393127	funktionsfähig 0.00633125616866
