topic0	harmonisch 0.212277092519	aufrufen 0.177183671856	harmonie 0.154455802109	ami 0.135376433222	bessere 0.0816828717718	gelehrte 0.0567304447073	pluspunkt 0.0544932510832	kommentarfunktion 0.0479006533596	kribbeln 0.0263820456632	rouge 0.0236724143183	lebensentwurf 0.0184095311168	zusammenspielen 0.00809003043967	vierling 0.00211433905397	herrschen 3.14432938009e-08	wenden 1.28093446192e-08	geben 1.23778219458e-08	lassen 1.23503135339e-08	zeit 1.23365754239e-08	gleich 1.23346890831e-08	bestätigen 1.23321829874e-08	spüren 1.23291214057e-08	ansehen 1.23288621914e-08	liegen 1.23243076659e-08	erklären 1.23202711349e-08	bestimmen 1.23193484841e-08
topic455	material 0.488114885263	membrane 0.0896288291858	flasche 0.082392318962	kunststoff 0.0770700366394	form 0.0345190542305	schonend 0.0275765888087	verschieden 0.0253998538621	bestehen 0.0210347548836	ausweiten 0.019671300831	speziell 0.0149914049136	unterschiedlich 0.0129346984025	spröde 0.0118242698925	hauptnavigation 0.00925681255128	druckversion 0.00805284519962	erweiterbar 0.00707983776306	entstehen 0.00676490237729	alchemie 0.00612671601727	enthalten 0.00561960777203	extrem 0.00549493846044	markenprodukt 0.00471809132428	dienen 0.00471747884642	finden 0.00445168170585	benötigen 0.00382149390261	herstellungsprozess 0.0035909991941	lassen 0.0031778803963
topic456	loch 0.35511139961	golf 0.226203428165	unregelmäßig 0.0558084204548	skurril 0.0482417219027	überlegt 0.0355273297174	golfer 0.0224518137132	sonderbar 0.0223350148522	verschneit 0.0197778878004	griffbereit 0.0192424077439	clubhaus 0.0177700636571	bodenfreiheit 0.0162941132593	allrad 0.0147654304367	sportlehrer 0.0142899019533	abgeschiedenheit 0.0113612126557	kräftigung 0.0094980659225	schulbehörde 0.00876663510795	tief 0.00836421192279	kiefernwald 0.00653918080538	spielmöglichkeit 0.00646047898508	kurstadt 0.00614851527676	etui 0.00569939003105	golfspieler 0.00565805797965	gesundheitsorientiert 0.00548077635959	nebenstrecke 0.00488838926002	heidelandschaft 0.00480483549818
topic457	mittler 0.550186905584	kammer 0.187540278945	kristall 0.103574471347	reflektieren 0.0961360228845	stehenbleiben 0.0174875689131	hellen 0.0157999992741	sättigung 0.0141946216777	understatement 0.0107438308775	klein 0.00257888846088	bilden 0.000362170393927	lage 8.24977019495e-05	befinden 7.28201437442e-05	restlich 7.14634958272e-05	mitte 5.95780876001e-05	groß 2.30279857925e-05	erkennbar 1.55722494111e-05	bedarf 1.44112816127e-06	übrig 1.41934364888e-06	dicht 2.70581597737e-07	gegenwärtig 5.57875506377e-08	gleich 3.33987264105e-08	hoch 1.39770053298e-08	gelangen 1.37704599812e-08	streng 1.37065535712e-08	bestehen 1.32242250205e-08
topic458	leiter 0.311539838861	leiten 0.243709367362	beteiligte 0.195720961719	autohaus 0.0367396196976	größenordnung 0.0343296782555	schweiß 0.0286262533239	unterfangen 0.0259758929139	außenstehende 0.0227827979088	ernstfall 0.0226248451927	zurückkommen 0.0192472191036	inszeniert 0.0153489446552	glücksfall 0.0136936804489	wehrführer 0.0106088424264	berufsfeuerwehr 0.00742919380638	suspekt 0.00596522042049	justag 0.00242444552182	werkhalle 0.00160720976305	herrschen 0.000491099979436	anschließend 0.000236233922593	verlassen 0.000185825360938	begleiten 0.000126248761988	versprechen 3.68198544909e-05	sache 2.11457260835e-06	bereit 1.38206902364e-06	mitte 1.21195832398e-06
topic459	tollen 0.143021858391	wärmen 0.125313250971	krumm 0.121557646899	entgegennehmen 0.105985580988	belehrung 0.100278358961	interieur 0.0973430188112	überfliegen 0.0691788519014	bieter 0.0432916746064	inquisition 0.0355501947436	gepäckstück 0.0309719859835	sozialraum 0.0232088020898	funkig 0.019567319842	ausstrahlend 0.0181129305619	verbogen 0.0175041745259	transportbox 0.0169827696625	kreuzberg 0.0131591209704	gratiszeitung 0.00673349747918	umbauplan 0.00549564380025	aluteil 0.00390284576221	geben 2.84104574213e-08	weit 2.84102280994e-08	wahr 2.84101847549e-08	lang 2.84101544042e-08	gewinnen 2.84101513571e-08	zeigen 2.84101486246e-08
topic460	initiative 0.535922050948	beständig 0.066842965026	gestartet 0.0530058327994	bürgerschaft 0.0456764767279	hörsaal 0.0408823945865	videokamera 0.04014473505	sanitär 0.0372200879983	rohling 0.0271922979055	paritätisch 0.0266887829436	beziffern 0.0265555381383	ermordet 0.021937194352	heimwerker 0.0136627395402	scharia 0.0133687760212	medienvertreter 0.0133275950479	bundesweiter 0.00871632398005	zimmertür 0.00684655691897	bürgerengagement 0.00473640408332	publikationsreihe 0.00458663838392	abschiebehaft 0.00385479655682	abzugsfähigkeit 0.00352144303734	staatssekretariat 0.00286254638291	vergangen 0.00100123444572	wenden 0.00049015043684	jahr 8.59074294148e-07	erreichen 8.09819250828e-07
topic461	europaweit 0.150854888051	entlastung 0.145639453315	alljährlich 0.137490748211	nebeneffekt 0.0948013300169	facharzt 0.0921048888033	ungeklärt 0.0695600686656	verdoppeln 0.0619851166514	gesundheitssystem 0.055959309439	rundschreiben 0.0367603481566	ulmer 0.0345943421933	bezugsquelle 0.0261928273104	kostensenkung 0.017521244628	kochrezept 0.012495765995	fragmentiert 0.00963990120296	gemeinschaftsunternehmen 0.00776596919874	generalmajor 0.00736251473866	verzeichnet 0.0072032677558	wachstumspotenzial 0.00656035866036	bevölkerungsanteil 0.00617342926081	küchenmeister 0.00548586208024	ausgangsbedingung 0.00495383291083	heilerfolg 0.00311704694049	wirtschaftsjournalist 0.00291671735058	weiterbestehend 0.00160318647554	bisherig 1.99337597603e-06
topic462	ernten 0.24510945774	luftfeuchtigkeit 0.148525867956	eintauchen 0.144763736716	respektiv 0.108710736744	wasseroberfläche 0.108192596941	krater 0.0800638247745	aufstocken 0.0518829210159	überbleibsel 0.0400937780436	schelten 0.0386889652144	tief 0.00891047271261	schockwelle 0.0078585239284	angestrahlt 0.00586953984923	leistungsvereinbarung 0.00545483048169	wasserschale 0.00334574997215	herrschen 9.83541846558e-05	groß 2.46864790263e-08	voll 2.44180608589e-08	eigentlich 2.43128346325e-08	sehen 2.43113538063e-08	fallen 2.43112756385e-08	gehen 2.43111755488e-08	zeitpunkt 2.4310873228e-08	machen 2.43105031776e-08	letzt 2.4310494153e-08	erwähnen 2.43104307537e-08
topic463	früh 0.831745574895	kindheit 0.080160724673	spät 0.05365210818	besitzerin 0.012042195235	nachempfinden 0.00496478709448	verwaist 0.00440601228867	übervoll 0.0032962095063	weiterverkaufen 0.00292893477306	weidefläche 0.00252111598779	mundwerk 0.00250627633786	kinderbuchautorin 0.000967899106538	schalentier 0.00043849032705	ergänzen 1.58136755702e-07	jahr 7.49672658396e-08	beginnen 5.06968445953e-08	klein 6.57363014335e-09	sicht 6.4987619023e-09	erinnern 5.92144427516e-09	erfahrung 3.93947984638e-09	gehen 3.85343258973e-09	kommen 3.82028257963e-09	ende 3.70699593097e-09	bringen 3.70499839154e-09	fühlen 3.70224891971e-09	groß 3.70196038596e-09
topic464	vorsichtig 0.110874592205	schieben 0.0873076693526	schraube 0.07313929412	lassen 0.048504022291	vorteilhaft 0.0325255945091	befestigen 0.0318857324701	einfach 0.0302639657886	montieren 0.0287007164651	aufsetzen 0.0253654937293	unmenge 0.0222728525487	mechanik 0.0199151518296	halten 0.0199074796037	mittig 0.019267010473	bohrung 0.0172553163377	gut 0.0141944462798	spät 0.013001887643	genau 0.0129538323611	waagerecht 0.0125807674008	weit 0.0125668721397	ziehen 0.0122218524878	zeihen 0.0120011877659	legen 0.011946276456	gleich 0.0115279491813	schlitz 0.0106571975992	kurz 0.00992002717471
topic465	mini 0.222777317208	ansprechend 0.163180265384	hörer 0.114791793599	abheben 0.0915189245878	kopfhörer 0.0555821038169	tragbar 0.0517655788712	headset 0.0494095524439	kabellos 0.0313528837301	messegelände 0.0278331107386	aufgelegt 0.0276159957484	distanzschuss 0.0153570294375	klangqualität 0.0151802931686	bedienelement 0.0146627339107	erwacht 0.00902987794014	vorderleute 0.00866747348545	lautstärke 0.00836799046324	halblinke 0.00821948650904	spielerlebnis 0.0081623436703	kundennähe 0.00809846989739	hartplatz 0.0067373567037	funkverbindung 0.00629572290741	exhibition 0.00576484446347	hörerlebnis 0.00575563002114	musikhören 0.00483072116261	musikgenuss 0.0046504339309
topic466	perfekt 0.158480585605	einzigartig 0.0833275922184	lassen 0.0613011916618	bieten 0.0590205500878	exklusiv 0.0541779478933	machen 0.0321749334865	special 0.0262233875463	sorgen 0.0258908340175	besonder 0.0247518437521	begleiter 0.0226796311163	atemberaubend 0.0213487311703	genießen 0.0193679861491	unglaublich 0.0185474308674	groß 0.0171796044859	gut 0.0170611853584	geben 0.0168348542357	verwöhnen 0.0167164727084	genau 0.0139869536451	absolut 0.0125773289814	egal 0.010768965015	beeindruckend 0.0105532194379	speziell 0.0104344167911	echt 0.0100786991434	entführen 0.0100733567703	stimmungsvoll 0.00983595096453
topic467	wesen 0.600808371063	abbilden 0.0874649898965	provozieren 0.0848547807245	aberglaube 0.039691930259	astrein 0.0289894128671	kernfrage 0.0229418005065	narrativ 0.0221011080133	unterschiedlichkeit 0.0158624909637	grundannahme 0.0143615794609	vorausgehend 0.0129107840973	entwicklungspsychologie 0.0116495351105	verschränkung 0.0104564921605	selbstgesteuert 0.00840179962498	entwicklungspsychologisch 0.00821240606849	grundmodell 0.00762379859949	adoleszenz 0.00678277805159	widerspruchsfrei 0.00675133619261	blechschaden 0.00558998960606	kontextuell 0.00309816994457	verstehen 3.20024042981e-08	denken 2.02056287348e-08	umgekehrt 1.61044412726e-08	erkennen 1.48224804041e-08	eigen 1.4641999918e-08	allgemein 1.46304745861e-08
topic468	verschaffen 0.258118995553	stoppen 0.193427327134	orden 0.102918444454	gehör 0.0836586310736	zivilist 0.0616794866218	westfälisch 0.0527051181981	kollegium 0.0512190100807	zehntausend 0.0298109248233	begangen 0.0262375418321	propagieren 0.0223679624253	organisationsform 0.0213783014769	miliz 0.0179022250424	machtverhältnis 0.0168237843318	jesuit 0.0154249196691	dogmatik 0.00763356603959	amnesie 0.00666584645243	sprachregelung 0.00661744889419	teamkamerad 0.00615767720819	zicken 0.00438032131052	dienstgeber 0.00375162905052	ordensprovinz 0.00209770036123	jesuitenorden 0.00199497719039	milizionär 0.00196976340276	bemühen 0.00184237656255	kirchengut 0.00123101410085
topic469	aufwendig 0.382779269381	achse 0.161564915124	script 0.102418993022	speicherplatz 0.0828264418629	belassen 0.0726740737078	rechen 0.0628002408759	webspace 0.0418501736488	rausgehen 0.031610072737	disk 0.0176882862074	gemietet 0.0170842828686	rotlicht 0.0105899179202	vervollkommnung 0.00623650384549	hilfeangebot 0.00406597541771	duplizieren 0.0018947495308	benötigen 0.00124404294392	eigen 0.00116298530021	selbe 0.000115827523486	beschreiben 7.84265563574e-05	relativ 6.20287712887e-05	einfach 3.40645019344e-05	restlich 2.99466974241e-05	liegen 1.67369060251e-05	lassen 1.67180911703e-05	üblich 9.96332290584e-06	legen 4.51554852368e-06
topic470	natur 0.812793961227	illusion 0.0515137427429	grenzenlos 0.0476395148693	reinheit 0.0164406144841	sinn 0.0118721489443	kölsch 0.0115805677633	regierungskoalition 0.0113209693593	individualität 0.00847431188167	genießen 0.00438352500937	verrücktheit 0.00410328667526	gemeinschaftsaktion 0.00260560385928	mühlstein 0.00215124272127	fern 0.00195065380261	steuerermäßigung 0.00187234855116	gewinnen 0.00172006769675	schönheit 0.00147644863192	ursprünglich 0.00142492441937	leitstern 0.00135398204463	derartig 0.000873734498628	betrachten 0.000738135506346	wiedererstarken 0.000724316931287	verbunden 0.000485703855122	verzichten 0.000474679317451	weise 0.000342481472173	erfüllen 0.0002800201532
topic471	spannend 0.561427689555	krimi 0.063509164778	eisbär 0.040951932507	brandenburger 0.0303783612959	filmisch 0.0291905641203	plot 0.0261424824425	unterhaltsam 0.0245319137631	schauspielerisch 0.0194267651341	nachruf 0.0168297777775	komik 0.0156529316414	drehbuchautor 0.0141830407585	fernsehserie 0.0135384892761	trostlos 0.0103299183796	drehtag 0.010249233721	hippie 0.00959678347931	beunruhigend 0.00958263774657	heranwachsend 0.00904804890942	heruntergekommen 0.00900067409684	vermiesen 0.00776685756317	evident 0.00686903155644	kommissarin 0.00659349720152	gelingen 0.00584387271887	ertasten 0.00578590806692	herunterkommen 0.0053725736247	fernsehfilm 0.00515595543813
topic472	ordentlich 0.586104028931	organisiert 0.131379961079	gig 0.0473881314985	abwägen 0.0453543549743	euphorie 0.0425751263092	instrumental 0.038650457195	backstag 0.0186018323061	einzelkämpfer 0.0152298005916	verblüffen 0.0142723037232	herumkommen 0.0130163708281	anschieben 0.0116775314206	allerwerteste 0.00900766290076	doppelbelastung 0.00538536585551	glanzstück 0.00534294811773	songauswahl 0.00450878828441	erstanden 0.00414186260467	finanzielle 0.0023472269917	billing 0.00232033641567	beschränken 0.00137130636846	falle 0.000317134333138	sorgen 0.000118976788187	schluss 1.35958150875e-05	deutlich 1.12152932321e-08	letzt 1.09741034132e-08	ende 1.00278105022e-08
topic473	altersgruppe 0.205034534451	verweilen 0.196116059573	klopfen 0.134243777491	südosten 0.0826508758108	zählend 0.0607064966033	parkanlage 0.0598827313697	kurort 0.0561386093328	kurpark 0.0395539719585	ankreuzen 0.0349175035225	singlebörse 0.0237216227613	schlossplatz 0.023412018152	veranschlagt 0.020844560098	stadtschloss 0.0138315348518	marktkirche 0.00957734971577	fremdländisch 0.00881827339687	nassauische 0.00857647925891	thermalquelle 0.00845557561771	koordinationstraining 0.00452915583201	anmeldezahl 0.00440623227022	hochleistung 0.00224222946431	schlagen 0.000161973218308	zählen 7.96890185215e-05	bekannt 7.51333680507e-05	groß 2.55815300088e-08	umgebung 2.42760862979e-08
topic474	eingriff 0.202003186741	unterschrift 0.156351748911	vornehmen 0.135840415967	etwaig 0.0985777758323	hinreichend 0.0948062459874	vorsätzlich 0.0432801020401	abfindung 0.035239957825	rügen 0.0324319230584	medienbericht 0.0316893266421	ausweisung 0.0271046850581	anstrengen 0.0234279821905	bundesvereinigung 0.0171249802257	entgangen 0.0162010930056	fußballplatz 0.0145500207469	interessenabwägung 0.00969485485163	klageverfahren 0.00961314644446	ausgleichszahlung 0.00944072499786	arbeitserlaubnis 0.00740500314968	geschäftsgeheimnis 0.00566949155471	anstiftung 0.00543038370377	vorgeburtlich 0.00423269948065	tränenreich 0.00409912557938	schutzwürdigkeit 0.00302793965437	unvertretbar 0.00275966252283	fern 0.00216899551088
topic475	typisch 0.634668506923	merkmal 0.173340841066	auffüllen 0.0430698962427	versteck 0.0415889775852	twittern 0.0354712788459	grenzwertig 0.018723906213	wegkommen 0.0178279694814	abgerundet 0.0139037980856	untiefe 0.00780205062553	luftleer 0.0044197658669	verkehrsfluss 0.00296201182594	trennbar 0.00239582459653	lesegenuss 0.0018357219253	erkennen 0.000479961521513	besonder 0.000325244001702	wesentlich 0.000215064231472	folgen 0.000214518230957	unterschied 6.85347845706e-06	relativ 1.15253886177e-06	form 1.27298469892e-07	lassen 4.88355903833e-08	zählen 2.27644664518e-08	deutlich 1.86158078157e-08	zeigen 1.57223218142e-08	fehlen 1.31975849834e-08
topic476	ständig 0.741931042908	permanent 0.151639683654	run 0.0547256161863	spielwelt 0.0134811904184	mittelklasse 0.0121380566903	reck 0.00687267356917	hypnotisch 0.00647277061841	erfahrungspunkt 0.00580206299748	singleplayer 0.00333875711995	blutlache 0.00203074371991	tatsache 0.000490663914511	extrem 0.000320733593307	komplett 0.000148772938389	sorgen 5.08537515588e-05	gleichzeitig 2.02234051048e-05	zeit 1.2880892549e-06	stecken 9.27174636123e-07	neu 5.44201663915e-07	grund 5.29971155816e-07	knapp 4.02173015751e-07	ganz 3.75132385229e-07	einzig 2.75623940285e-07	geben 2.58545232259e-07	echt 1.87172180097e-07	tatsächlich 1.70463710248e-07
topic477	einrichtung 0.510355111036	anerkannt 0.100652614613	lehrkraft 0.0782331478188	unterrichten 0.0552578502143	jugendhilfe 0.0335465923304	bildungseinrichtung 0.024859545227	lernprozess 0.0236510761129	verwirklichung 0.0224707956856	bildungsangebot 0.0182115670856	begründet 0.0133709163296	sonderpädagogisch 0.00905607255965	schulgesetz 0.00823095568263	entwicklungsmöglichkeit 0.00816051718558	förderbedarf 0.0078588633189	allgemein 0.00686674494874	anbieten 0.00661779713823	angemessen 0.00655768609897	gehören 0.00638620171584	bildungsweg 0.00585989002433	schulintern 0.00537911052951	verstehen 0.0043880777708	überwiegend 0.00421680917312	förderschwerpunkt 0.00384920806593	boshaft 0.00268475883737	ehrenrunde 0.00246838559832
topic478	basteln 0.363124800979	stundenlang 0.183847448061	kurzweilig 0.129428145146	parfüm 0.042748747122	zurückfahren 0.0386010290289	weltkarte 0.0312493547837	duftstoff 0.0268167626969	verunglücken 0.021291614458	treffender 0.0209859701368	genervt 0.0193001879704	happen 0.017881356966	unlust 0.0160515023172	spraydose 0.0144375860765	erblassen 0.0118512395633	pfeifend 0.0115234624992	warnzeichen 0.00949119610406	prickeln 0.0077291799826	fallobst 0.00690992979538	abfalleimer 0.00674680720498	melodramatisch 0.00528815993416	antiallergisch 0.00422980670986	trinkgefäß 0.0038436509973	autofenster 0.00286828962365	notfallmaßnahme 0.00200200906258	eigen 6.55524272228e-06
topic479	konzert 0.474490039061	romantisch 0.100524219404	orchester 0.0821457654701	zugabe 0.050571379181	dekoration 0.0387680869491	dirigent 0.0376069705238	revue 0.0306356216297	jahr 0.0287505329288	geben 0.0219534732817	groß 0.0108928301494	letzt 0.00796402018231	weit 0.00720026612291	besonder 0.00712030492359	beginnen 0.00591478022479	finden 0.0052524507281	medley 0.00487666031773	schutzbrille 0.00484533692026	gehören 0.0041580482356	konzertreihe 0.00412372620266	allerwichtig 0.0039656929077	kommen 0.00385769402613	folgen 0.00371524135656	teamfähig 0.0036093759763	kurz 0.0031923172523	erst 0.00294520971325
topic480	stern 0.582904493839	entstehung 0.192678534684	erzeugnis 0.0777136770044	trümmer 0.0374123613751	absinken 0.0193916936933	lichtjahr 0.0171399025267	entwicklungsphase 0.0169034627421	abschätzung 0.0143800342481	erdkruste 0.00809817403632	exporteur 0.00617582049027	handelsware 0.0046385260983	astronom 0.00403747674376	entfernt 0.00336142837494	erdmantel 0.00326148324227	konzernunternehmen 0.00263574232906	erdähnlich 0.00153462021668	enthalten 0.00136583100844	bestimmen 0.00114894283845	leistungsabgabe 0.00100358071272	entstehen 0.000584820116263	befinden 0.000575142569778	erkenntnis 0.00055936963229	nebengeschäft 0.000527393457833	groß 0.00031108957853	derartig 0.000307941283825
topic481	ausgeprägt 0.322130405376	gastronomie 0.197166959556	entgelt 0.111465523003	münsterland 0.0636971072651	arbeitsschutz 0.0564541644149	geselligkeit 0.0419604852141	gesundheitsschutz 0.0322624108471	interessengruppe 0.028792430709	hotellerie 0.0266456098749	sportangebot 0.0253228516115	infomaterial 0.0218222362129	arbeitssicherheit 0.0210726836942	arbeitsmedizin 0.0126746706337	projektabwicklung 0.0120452458822	personenschutz 0.00963345807925	stadtlohn 0.00659530651311	steuerbarkeit 0.0043950354551	lebensmittelhygiene 0.00426763587776	verfügen 3.29622152965e-05	bereich 1.22605768526e-05	jeweilig 4.92164778571e-06	bieten 2.64573705702e-07	stellen 1.8164613228e-08	speziell 1.54689052656e-08	ausreichend 1.54676961308e-08
