topic0	kind 0.66721733821	jugendliche 0.0844466680752	erwachsene 0.0427552882485	geben 0.0133473019919	jahr 0.012908680944	gemeinsam 0.0109691929312	schule 0.0102929985574	finden 0.0054151828234	eigen 0.00480464918008	umgang 0.00472227081523	bieten 0.0041231223815	möglichkeit 0.00376165334022	früh 0.00363403622275	spielerisch 0.00362621603528	erleben 0.00357551147817	verschieden 0.0034475009581	entwicklung 0.00344692667348	brauchen 0.00340296806345	schulsystem 0.00329839143691	stehen 0.00269194073783	täglich 0.00260508609687	spaß 0.00258310148378	nehmen 0.00242822140988	fördern 0.00227255143711	entwickeln 0.00222437077957
topic126	zitat 0.639330113261	zitieren 0.0478776278165	ärgern 0.0463612438656	zwischenfall 0.0295629030332	spinnen 0.0291711336658	zustehen 0.0268569435131	abendstunde 0.0192797785455	reederei 0.0171901933155	unerreichbar 0.0151967414995	bundesvereinigung 0.0124779109187	arbeitsunfall 0.0121108107697	reichsbahn 0.011505286457	koller 0.00820728503157	drill 0.0081723611406	rennsport 0.00768068264935	wegsperren 0.00713232168178	genau 0.0061854728058	drehkreuz 0.00594132370044	reeperbahn 0.00574246525813	sachkundiger 0.00564953969417	quaken 0.00500846717886	leicht 0.00393285717416	schelten 0.00384406643831	horst 0.00353523237704	maggi 0.00312390645205
topic127	papier 0.457184860599	ausrichtung 0.123712331986	zahlreicher 0.0689834843303	faul 0.0461984946162	elterlich 0.0427378632146	handvoll 0.0358092360398	betrüger 0.0304822493131	tonträger 0.0240395140173	trist 0.0205796422732	aufschlussreich 0.0189549981882	mitläufer 0.0133918198796	holzen 0.0124526441973	herhalten 0.0123745525178	missbrauchen 0.0120051924633	trompeter 0.0108534586343	literaturverzeichnis 0.00885689483118	hochaktuell 0.0079779417534	eintreffend 0.0078905695167	bediener 0.00766540614283	auswahlmöglichkeit 0.00751473531779	betrügen 0.00514498043154	melange 0.00468884258485	sitzenbleiben 0.00433363038158	potenzialanalyse 0.00422023892678	diktum 0.00302599175257
topic128	individuell 0.204657438389	wunsch 0.129082759183	persönlich 0.116912564003	bedürfnis 0.0703022978042	eigen 0.0571322981823	gestalten 0.0329157812948	möglichkeit 0.0239331566531	einzeln 0.0231396279867	unterschiedlich 0.0147530456844	bieten 0.0134681784354	erarbeiten 0.0134195186161	orientieren 0.0102568537032	anpassen 0.0100915410303	gemeinsam 0.00958280715427	bedarf 0.00894182364534	stehen 0.0079784951635	optimal 0.00741013479448	verfügung 0.0072583966888	gestaltung 0.00691555195363	spannungsfeld 0.00679572096563	erfahrung 0.00657605197055	erreichbarkeit 0.00625096898565	automatisiert 0.00614618511119	schrittweise 0.00613467197757	lassen 0.0060679368487
topic129	baby 0.252627218894	malen 0.101862135381	kleinkind 0.0655248842173	aufkleber 0.0585133435219	schleife 0.0537149384706	säugling 0.0471045816281	bookmark 0.0446149468251	hinzufügen 0.0373697927761	pinsel 0.0323036104795	löffel 0.0309827143986	wickeln 0.0286455344679	klebstoff 0.0247355187223	luftballon 0.0226391477505	kindergeburtstag 0.0208141829814	bemalen 0.0199451772854	verpackt 0.0187637381964	nachahmen 0.0170086123261	befriedigend 0.0166862979907	teelöffel 0.0163599391037	verzieren 0.0143876464473	kadett 0.00835711226855	bekleben 0.00607605834982	aufblasbar 0.00580760330612	hauptgewinn 0.0057151758015	bettlaken 0.00445489835289
topic130	kostenfrei 0.317759129358	made 0.0985534357298	förderer 0.0782948957341	lobby 0.076040870701	greifbar 0.0759093102198	sekretärin 0.0494143978739	abfangen 0.0383667207161	zimmern 0.0308911991526	trendsetter 0.0288565528344	schweinegrippe 0.0273019093064	weltgesundheitsorganisation 0.0245805383309	auslandssemester 0.0223269925933	süßen 0.0140651677661	umzugsfirma 0.013654707033	zulassungsverfahren 0.0132909090693	straßenkarte 0.0130834684111	kinderschutzbund 0.0127527331887	nährwert 0.00883906288271	gesundheitsbezogen 0.00764034971398	positivliste 0.00673930925595	überschreitend 0.00654240472633	hilfeangebot 0.00445470176974	werbeaussage 0.00424880707431	kooperationsbörse 0.00386819633969	küchenschrank 0.003671282327
topic131	rauchen 0.182319564262	schädlich 0.0784770671667	zigarette 0.0747980710663	aufhören 0.0668122584295	abhängigkeit 0.0571288044412	bombe 0.0556141304964	raucher 0.0540153160554	cannabis 0.0456990751689	nichtraucher 0.0324494350815	korrespondenz 0.0313094538996	botschafter 0.0302033655524	tabak 0.0286522406776	schadstoff 0.0285399646221	nikotin 0.0195611749751	dringlich 0.0186180746223	jahrzehnte 0.0171412355006	ferkel 0.0138853625083	verbieten 0.0138253308799	blutprobe 0.0103888901434	ausgraben 0.0101916749231	wasserpfeife 0.0100199870398	sinnhaftigkeit 0.00928940998044	rauch 0.0091467206903	ammoniak 0.00896077646775	teer 0.00862056784755
topic132	erweiterung 0.28131896099	pdf 0.225844998978	downloaden 0.0855967826216	ungeklärt 0.0505848243492	auslastung 0.0417910116712	oldenburger 0.0390173547783	akustik 0.0272044957432	gewichtig 0.0259295230423	gedanklich 0.0237495047393	kompensation 0.0228037318389	animal 0.0227293454712	automatisieren 0.0210458229529	älteste 0.0141064646364	neuausrichtung 0.0138082464668	formlos 0.013244980017	marshall 0.0109986051207	erlegen 0.00884499633649	nacharbeiten 0.00779044649492	insolvenzantrag 0.00705518041227	lateral 0.00634407799454	sogwirkung 0.00619827347503	filmtip 0.00596841233772	mischungsverhältnis 0.00564318142938	luftschloss 0.00438504577353	höchstzulässig 0.00384898844014
topic133	familie 0.233741448541	eltern 0.164958851643	tochter 0.0647835973946	kind 0.0510970036184	leben 0.0360816585128	jahr 0.0259444481038	heiraten 0.016788969041	sohn 0.0139027386019	mama 0.0138472600457	kommen 0.0111201221283	papa 0.0108951495429	eigen 0.00897225615985	zeit 0.00879985113205	geschwister 0.00864933734953	spät 0.00835006087969	großeltern 0.00804376607189	trauung 0.00781863951948	familienmitglied 0.00739162574139	geben 0.00738276148365	gemeinsam 0.0072630534164	haus 0.00724645362868	bekommen 0.00717741300456	gehen 0.00692514832516	erst 0.00685985499712	ehefrau 0.00591399803281
topic134	prüfung 0.351152574621	schwedisch 0.0829442522915	ablegen 0.0670552476197	angel 0.0660915043159	angeln 0.0397648205228	fischen 0.036715256711	dekanat 0.0240099304837	bestehen 0.0199963383522	fachschaft 0.0197114055035	bestanden 0.0170440456968	neugierde 0.0157528242847	umbenennen 0.0141309042914	schriftlich 0.0140345016982	kleinstadt 0.0139415437126	interessengemeinschaft 0.0118199966437	landessportbund 0.0117995291334	unterbieten 0.0115348379415	zulassung 0.0112609470195	alkoholisch 0.0104915404377	hauptstudium 0.00949125811321	praktisch 0.00913892845766	urlaubszeit 0.00873755413011	kursangebot 0.00873173497652	vorbereitung 0.00855734739341	informationszentrum 0.00848645770826
topic135	abwechslung 0.140488020207	verbleiben 0.10220363566	nachlass 0.0924356621716	erklärt 0.0672409565298	abhandlung 0.0594229498596	gezahlt 0.0478560401081	steril 0.0339404431908	synonym 0.0337507726083	arbeitsaufwand 0.0196901879142	zehren 0.0164465209498	rücksitz 0.015162947794	herzschwäche 0.0145443317369	interessenlage 0.013654051212	lehrmeister 0.011541777691	naivität 0.0107999655289	einläuten 0.0106031898065	geschäftswelt 0.0103695786095	berechnend 0.00980460658862	puristisch 0.00964728015511	lehrpersonal 0.00921959172068	gram 0.00916891730522	kurzvorstellung 0.00907977216063	lebenshaltung 0.00906208275358	gesamtzusammenhang 0.00903538638709	zahlungsfähigkeit 0.00888488177591
topic136	messe 0.278512155654	bett 0.2780607607	münchner 0.148837376371	tablett 0.0591817071933	ausrichten 0.0484867231271	wach 0.0341164549367	hausfrau 0.0304252783166	aufstehen 0.0240484238804	schlafstörung 0.0221674794274	feminismus 0.0120182235663	drückend 0.00851086926498	aufhellen 0.00689584245492	unfruchtbarkeit 0.0048581571429	schlaftablette 0.00481429374972	emanzipiert 0.00383747938542	verpeilt 0.00374973379544	besucherandrang 0.00338842240773	schlafproblem 0.00321658315956	autotür 0.00300390158088	nachlauf 0.00274083052594	kinderlos 0.00268962068007	akademikerin 0.00257683053692	bongen 0.00255550965734	zahlenangabe 0.00180199048773	lieferland 0.00164367729739
topic137	lebensjahr 0.270619300638	schöne 0.132390619021	umgerechnet 0.0744023051033	vollendung 0.0688807914916	sporthalle 0.0669361647942	benachrichtigen 0.0530799412415	gebühren 0.0516431248461	erstehen 0.0491043454348	lappe 0.0340527451044	syndrom 0.0292280396557	ablaufend 0.0200343700501	ankreuzen 0.0194978154177	beeinträchtigt 0.0178043472097	handgemacht 0.0174719594308	vorschulalter 0.0133923315079	berufsausübung 0.0125880169328	festumzug 0.0116252922969	atemwegserkrankung 0.0107758874033	wimpel 0.00667370564522	ordinarius 0.00556439144284	bevölkerungsanteil 0.00555701391634	vereinsfahne 0.0044262982959	rettungshundestaffel 0.00439708974989	betäubend 0.00415237911967	veranstaltungshalle 0.00384723960073
topic138	hütte 0.200061648085	fragebogen 0.0992838390651	kontrolliert 0.0880848166947	zugelassen 0.0628778550256	auswerten 0.048077253226	cluster 0.0358326092807	angereist 0.0354308181764	erstrahlen 0.0342447608879	schnaps 0.0317221907206	alm 0.0309836375541	unterrichtseinheit 0.0288054882934	küren 0.0259201170187	berghütte 0.0213052121954	melken 0.0212697855047	lebensgeschichte 0.0183130260514	zusatzstoff 0.0177175578761	ausfüllen 0.0165377885561	schürze 0.0151983291914	allgäuer 0.0148390560214	quantenphysik 0.0130951416485	entgegenbringen 0.0130039669052	kontrollgruppe 0.011381624166	kinderprogramm 0.0111907189967	kariert 0.0102211492893	buttern 0.00923574609658
topic139	publikum 0.177744348125	bühne 0.147941950163	show 0.118326174522	auftritt 0.103416661329	zuschauer 0.101422970252	zeigen 0.0212607743205	groß 0.020492741258	vorführung 0.0189715949524	stimmung 0.0166283609379	abend 0.0165868501783	bringen 0.0123360000479	sorgen 0.0106257402578	saal 0.0102667972756	treten 0.00940812155662	begeistert 0.00884798276808	grandios 0.00857435968346	humorvoll 0.00729953989289	supertalent 0.0059921355468	dramaturgie 0.00561453105781	beweisen 0.00561099016278	samstagabend 0.00531950975458	ads 0.00525219693013	erleben 0.00519395812838	bekannt 0.00504258956401	überzeugen 0.00495016475338
topic140	aufgabe 0.450395115273	tätigkeit 0.107513140557	ehrenamtlich 0.0667507260908	hessisch 0.0531314216601	tätig 0.0411959201326	übernehmen 0.0343920760124	jugendarbeit 0.0341190100931	aktuelle 0.0210646014826	gehören 0.0128558422004	jugendfeuerwehr 0.0114348530342	funktion 0.0105163296882	zuständig 0.00813513345622	lösen 0.00810160811546	obliegen 0.00746201319966	verwaltungsakt 0.00701613180602	gerätschaft 0.00661427755315	verantwortlich 0.00601154526627	verrichten 0.00595168590823	sozialversicherung 0.00593694585368	erfüllen 0.00515591986168	sorgen 0.00506453759559	organisieren 0.00475283503943	selbständig 0.00423683085174	wahr 0.0039807887278	beobachtend 0.00377891662374
topic141	dom 0.131723789116	orgel 0.129144469753	zeitgemäß 0.094492372657	inspirieren 0.0802819783304	bremer 0.0664565397923	romantik 0.0568393034619	charakteristisch 0.0516334616912	spezial 0.0461003581519	manier 0.0426582141724	wuchtig 0.0262255418044	gestaltungsmöglichkeit 0.0216004654177	präsentiert 0.0199867420002	geber 0.0192804101953	spielart 0.0183192330455	außenanlage 0.0147767019311	verkehrsanbindung 0.0136108586259	einspielen 0.0131214363965	musikalität 0.0105110051368	homogenität 0.0103491839966	vorplanung 0.00862917268773	auftrumpfen 0.00819663365255	debütieren 0.00802749268187	zylindrisch 0.00793259786011	metronom 0.00786163180493	rosarot 0.00783796159848
topic142	flughafen 0.159809118701	flug 0.15046353544	flugzeug 0.114336937506	pilot 0.058307592078	fliegen 0.0425267590071	flieger 0.0366819925198	landen 0.0335660729565	fluggesellschaft 0.0334615115114	passagier 0.0330545103574	gepäck 0.032906866884	airline 0.0277512330547	abflug 0.0155296559467	luftfahrt 0.0143734205393	gate 0.0120925810082	rückflug 0.0111100611254	parfum 0.00892348103415	terminal 0.00878552895498	begehbar 0.00849246536136	tragfläche 0.00789099860316	ankunft 0.00738587548678	flugverkehr 0.00684853231829	minute 0.00556152379655	direkt 0.00537900016878	maschine 0.00529186023792	fluglinie 0.00515805464228
topic143	einfach 0.022456276981	völlig 0.015785039434	egal 0.015174365342	wirklich 0.0131055672348	schlecht 0.0101897135233	absolut 0.0100396792709	ganz 0.0099581796078	lassen 0.00974210309536	geben 0.00869466086307	einzig 0.00866139680181	machen 0.00784513553116	finden 0.00754881122505	halten 0.00748510469299	haufe 0.00698006362903	ehrlich 0.0067340194078	klar 0.00668973079867	nerven 0.00660537604724	wundern 0.00634376676406	lieb 0.00629418199559	grund 0.00574924574067	mist 0.00568465446391	gut 0.00567453141945	mies 0.00550917902961	sehen 0.00547271304188	ständig 0.00528955296562
topic144	technik 0.462362857929	chinesisch 0.168378155053	japanisch 0.130375324576	stil 0.0471826211527	technisch 0.0237605726426	professionalität 0.0210381607955	modern 0.0195981686994	chief 0.0133287521827	umgebaut 0.0129094628249	benannt 0.0124563862905	einzelstück 0.00987904173066	ankommend 0.00736963619448	karate 0.00725196929187	verzierung 0.0072437022935	nylon 0.00596986572466	meisterstück 0.0052460646682	voreilig 0.00488622160621	salut 0.0047765587443	imagefilm 0.00387756697883	sportlichkeit 0.00357751086142	kommentierung 0.00344588014793	antriebssystem 0.00276392234973	kunsthandwerker 0.00270907506478	dankeswort 0.00202343386407	kommunität 0.00181953045265
topic145	verlauf 0.241942308688	thematisch 0.0864351511626	arbeitsweise 0.0591361061862	umwandeln 0.0568303584377	exkursion 0.0542220676469	gekennzeichnet 0.0469739201615	teilbereich 0.0402186958456	infrage 0.0331998502321	kostspielig 0.0328702126352	gebracht 0.0234089625861	flocke 0.0217189130576	multiplikator 0.021474495424	untergeordnet 0.0197003416408	bereitwillig 0.0192021573249	pfütze 0.0190037373752	traben 0.0165715783297	heranführen 0.0157580795203	beherrscht 0.0149482711884	hemmungslos 0.0134396522126	schnöde 0.0131148348619	supertoll 0.00976707732376	kärtchen 0.00965512079619	atheismus 0.00856083833733	rieseln 0.00805227709588	hochebene 0.00733953847382
topic146	gewinnen 0.472080769672	verlieren 0.127231522962	match 0.0500462540327	doppel 0.0344817130634	qualifizieren 0.0332504182999	sieg 0.0322900626791	gewonnen 0.0185505038609	gewinn 0.0170932099179	feststehen 0.0129688459282	vorrunde 0.0124177228063	verlierer 0.0120466452514	chance 0.0111692454906	knapp 0.010448555925	teamgeist 0.00931868712579	endergebnis 0.00911086086481	einspringen 0.00835891472116	unterliegen 0.00813226593162	eingespielt 0.00766504339376	holen 0.00735741357567	entscheiden 0.00607012128307	niederlage 0.00531386326118	dominieren 0.00492333575666	schweinehund 0.00481510471804	spannend 0.00449847042587	zwischenrunde 0.00433257861298
topic147	einladen 0.116759733006	einzelheit 0.0905667828078	ärger 0.0843600787339	ankündigung 0.0825046529593	zusammenarbeiten 0.0718164307845	trauer 0.0699833664611	ehefrau 0.0536273177393	enttäuschung 0.0518995548107	wut 0.0413624520658	vereinfacht 0.0317058941308	schläger 0.0287034648838	eifersucht 0.0255359544318	hochtour 0.0225111480242	ansage 0.0209946944661	vorlesen 0.0205337793295	after 0.0199970843365	hosentasche 0.0158449795426	liebende 0.0125226350084	rechtsverbindlich 0.012225185385	sterblichkeit 0.0114187174859	unbefangen 0.0111642657421	freihalten 0.00953552909018	abgespeckt 0.00926534463165	neuland 0.00887114584735	straßenname 0.00869412558614
topic148	gut 0.103893964536	toll 0.0610577696129	wirklich 0.0547314347695	finden 0.0539827270219	schön 0.052800551897	super 0.0438997953577	einfach 0.0370467651023	gefallen 0.0270153075805	richtig 0.0215175006014	geben 0.0203499522	machen 0.019895934216	passen 0.0168312925915	klasse 0.0161856267649	sehen 0.0149532160833	absolut 0.0140999669924	schnell 0.0118622805377	nett 0.0113841115277	empfehlen 0.0110573470902	zufrieden 0.0103538041065	sagen 0.0102660399535	spaß 0.00938172663344	kommen 0.00882004117178	groß 0.00867327497956	perfekt 0.00862477432272	bekommen 0.00810598380764
topic149	betreiben 0.422054365622	hobby 0.196765720639	strick 0.0271015165156	unterbreiten 0.026304072525	bundesminister 0.0203407288749	eilig 0.0199951702649	wachsam 0.0185550423394	entspannter 0.0161395743355	mangelware 0.0135806284688	brandung 0.0134646944931	joystick 0.0126468350092	rockstar 0.012024667033	lacher 0.0117760956117	abdichtung 0.00974086746196	hochzeitstag 0.0087369095634	behandlungsform 0.00792500005058	drahtseil 0.00782605476468	schlossplatz 0.00772698349812	galgen 0.00748350673417	vergreifen 0.00718655273915	berufsordnung 0.00564790858097	staffelung 0.00558926848701	selbstironisch 0.0054190147296	gesundheitsministerin 0.00534324201223	weinflasche 0.00472093031524
topic150	angestellte 0.195771395398	ertrag 0.107775664385	dahingehend 0.0771493114514	leitend 0.0682564728203	ausweisen 0.0517249444097	äußere 0.0486686187692	sonstige 0.0463905556365	vorausgesetzt 0.0311009589481	personenkreis 0.0300295347519	magdeburger 0.0295328873008	weiterbilden 0.0277736555464	gewerbebetrieb 0.0230726251361	drehscheibe 0.0185032774345	melde 0.0175074778271	prämisse 0.0172730159268	phönix 0.0169747941776	geloben 0.016795247397	zyklisch 0.014886907911	branchenspezifisch 0.0128880137639	durchschlagend 0.0119766495962	artikelverzeichnis 0.0108801375381	hebebühne 0.0105468058241	zerspringen 0.00770236580173	rennbahn 0.0073046221112	ermessensspielraum 0.00729442527486
topic151	wahl 0.380364640436	wählen 0.255212064582	kandidat 0.0938463973654	gewählt 0.0398735011795	entscheiden 0.0247196508145	wahlkreis 0.0179420357048	bevorstehend 0.0176041170577	kommunalwahl 0.015358722979	gentechnik 0.0137053962556	anstehend 0.0127786106921	gesundheitsamt 0.0124066084618	sonnenschutz 0.0116710191685	enthaltung 0.00904327052249	produktionsprozess 0.00877602481919	abgegeben 0.00867673285834	patientenverfügung 0.0074549801673	landtagswahl 0.00656228447791	abgetrennt 0.0053952170642	flugpassagier 0.00537209998371	teamwork 0.00514859693359	ergebnis 0.00502441966109	stichwahl 0.00394786550021	bestimmen 0.00376281068478	einzug 0.00355165568322	parteilos 0.00309864123034
topic152	land 0.701208774684	ausland 0.0859934001924	ausländisch 0.0421437480978	entwicklungsland 0.0130415950652	weltbank 0.00879570358667	nachbarland 0.00860514965997	bilateral 0.00858083091747	international 0.00825272921753	industrieland 0.00731819600342	osteuropäisch 0.00691981310418	weltmarkt 0.00563437418094	weltweit 0.00554113260016	einheimisch 0.00448803222502	weltbevölkerung 0.00430351402226	volksrepublik 0.00399518359564	mitgliedsland 0.0038669780299	zukunftsträchtig 0.00324238940941	mittel 0.00268516943277	wirtschaftsraum 0.00253937758452	währungsfonds 0.00238315291588	handelspartner 0.0023298207964	direktinvestition 0.00230267199145	wirtschaftlich 0.00229532983921	generaldirektion 0.00208757719329	finanzieren 0.00205386839908
