topic0	person 0.627751497261	station 0.101745998057	tisch 0.0710641622775	indisch 0.049798837081	stuhl 0.0336375040878	trauern 0.011898032084	beantragung 0.00856376178643	lauenburg 0.00797185187274	eindecken 0.00577800641002	münster 0.00560455078193	zweistündig 0.00554623197539	inklusiv 0.00536766451862	esstisch 0.00527106974502	freifläche 0.00488931548139	urlaubsreise 0.00467397636838	gesamtleistung 0.00388982302785	backend 0.00384235684505	festplatz 0.00330727778115	darlehensvertrag 0.0026364915709	crewmitglied 0.00262108017865	sondergenehmigung 0.00231921531035	beengt 0.00229594651786	scheibenwischer 0.00219458062479	stiege 0.00208959206841	weserbergland 0.00208942736894
topic185	fisch 0.26154811371	fangen 0.0780450902856	angel 0.0636826255101	schicht 0.0536113627139	gefäß 0.0351314743079	fischen 0.0346083828975	verschließen 0.0341993389018	kombiniert 0.0319490768451	gattung 0.0286017455871	fang 0.0268951682654	fuchs 0.0234357911738	kastration 0.0212393221713	aal 0.0166854905613	wels 0.0151960567408	scheide 0.0123054784929	glühend 0.011456644722	bewegungsapparat 0.010334022821	beißen 0.0102417473815	gesunde 0.0101088893569	maul 0.00937359934782	durstig 0.00914978541195	mittelmeerraum 0.00843421840571	erwehren 0.00787833095581	anhaben 0.00733339291539	reizung 0.00700140444765
topic186	netzwerk 0.232440784769	plattform 0.0794051991198	interessent 0.0719258642988	dienstleistung 0.0627750993311	filiale 0.0325434356801	ergänzung 0.0267370165621	www 0.0267149483722	geschäft 0.0192592158734	zurückblicken 0.0187075659918	mehrwert 0.017728104866	aufbauen 0.0160807549717	festnetz 0.0156201629378	maßgeschneidert 0.0151931679404	dekanat 0.0147586303588	zeit 0.0138831365079	bekanntheit 0.0115353763807	machen 0.00953281871714	direkt 0.009515850868	weg 0.00912081703653	erfahrung 0.00889141937089	expertise 0.00852486381167	interessant 0.00847214138585	weit 0.00835340617002	kümmern 0.00830978029956	erst 0.00819442162736
topic187	auszeichnen 0.0608838272422	vornehmlich 0.0563436863218	münden 0.0325402591966	buchstäblich 0.0323719371721	gewachst 0.0307725491961	einfall 0.030402114344	nüchtern 0.0288558988403	poesie 0.0280250115886	benannt 0.0271432176288	rückblick 0.0257981360789	augenhöhe 0.023580515462	begründer 0.0209853923193	konzipieren 0.0201834500444	vorort 0.018703453058	spielspaß 0.0180053670987	kurzweilig 0.0170725393276	dürr 0.0170447972922	magister 0.0163057896955	fahrradständer 0.0159865157073	gefüge 0.0157502754403	avenue 0.0139478471485	unwiderruflich 0.0138999215869	kantig 0.0135042274569	vermisst 0.0123694008762	braunschweiger 0.0109556624103
topic188	zahlreicher 0.0742761482965	fass 0.0662526665092	langwierig 0.0554612071243	eingeführt 0.0528746989042	wassern 0.0507889744753	upgrade 0.0458002976386	ausstatten 0.0361667803883	engpass 0.0357294856718	nachsehen 0.0341420521771	nominierung 0.0339539164063	einschnitt 0.0311339719619	nachteilig 0.0292430697989	entgegenwirken 0.0287352471412	vollautomatisch 0.0231287735341	mitreden 0.0227782373555	truhe 0.022691206589	vermächtnis 0.021810511992	killerspiel 0.0205400995713	theke 0.0203458258995	pflücken 0.0188551508858	wasserwerk 0.0169118982423	erfrischen 0.015584346124	festsetzen 0.0154006505168	bangen 0.0150186860817	katakombe 0.0133726429195
topic189	pulver 0.0680544879329	mantel 0.066824287418	ultra 0.0613310132935	versteck 0.0483315519734	euphorie 0.0480598706563	verehrt 0.036551189676	schreiber 0.0353685357138	angesagt 0.0324869536406	beschuß 0.0316682362363	buckel 0.0271751787443	aufwerten 0.0268161150647	sonderfall 0.0237575556405	zurückhalten 0.0227489358392	wilde 0.0217408201853	knüppel 0.0202549749993	erschlagen 0.0192220859682	apparatur 0.0180569983584	allgemeinmedizin 0.0162833360558	verwundert 0.0162051796109	tagebau 0.0147849600333	nahend 0.0147572434173	durchblicken 0.0140019688233	lieblingsband 0.0139904981742	marshall 0.0132109224612	musikgeschmack 0.0127280170924
topic190	uni 0.238771164333	anweisung 0.106493043648	bachelor 0.0594493589277	wende 0.0486397793534	ruder 0.0454740680179	leitlinie 0.0398282687295	geschirr 0.0372691659813	vorziehen 0.0325900477497	ticken 0.0281001460279	sekretärin 0.0239599794008	hurra 0.0233335540161	abfangen 0.0192184178113	stressfrei 0.0190811381566	urlaubstag 0.0177409817123	bleibe 0.0175162586194	bwl 0.0167354753129	schaukel 0.0145076005084	fanclub 0.0137107473315	strukturieren 0.0123008484172	zehnte 0.0108325590653	auslandssemester 0.0108258824587	verschmerzen 0.0102957515507	unachtsamkeit 0.0101590746804	bietend 0.00848973720579	spielfläche 0.00822538458228
topic191	system 0.302305756768	lösung 0.110587286526	anwendung 0.0609495670639	anforderung 0.0586700364259	komponente 0.0469027491163	technisch 0.0213378956012	norm 0.0212397638753	schnittstelle 0.0202033827466	programmierung 0.0144638620266	aufgabenstellung 0.00987491879102	erfassung 0.00976212016945	basierend 0.00921031152076	programmieren 0.00847095268589	überwachung 0.00797223231608	automatisch 0.00748376361392	algorithmus 0.00739588216752	automatisiert 0.00719460766726	einsatzmöglichkeit 0.00663503659615	erfüllen 0.00639092812071	speziell 0.0062277382268	erforderlich 0.0059495619484	informationssystem 0.0056271591352	benutzeroberfläche 0.00520861962466	informatiker 0.00512525665663	merkblatt 0.00475052713739
topic192	datei 0.498199450749	künstlich 0.106197150734	parameter 0.0697393170626	aufgeführt 0.0382193335965	verknüpfung 0.0335755323649	angelegt 0.0313701406032	unbrauchbar 0.0274782894049	packen 0.0263422674038	zeiger 0.0178566437165	protokoll 0.0145623952432	streiken 0.0128102882487	schweinegrippe 0.011420537511	umweg 0.0105964114821	untenstehend 0.00983840599723	auslagern 0.00887312896413	bitrate 0.00829880230539	segensreich 0.00730073567323	epidemie 0.00711706198019	bereinigen 0.00664369231042	enthalten 0.00579146062015	mikrogramm 0.0050273022572	angezeigt 0.00463261843848	nachfolgend 0.00385667493014	weltgesundheitsorganisation 0.00355282028087	brutzeln 0.00348437125508
topic193	effekt 0.365414299865	mischung 0.16845768109	niederschlag 0.0557912655856	scheuen 0.0504193083449	aufpreis 0.0327753157463	elterlich 0.0303903681828	marin 0.0270646690413	strahlend 0.0256841025037	handgelenk 0.0217020623124	task 0.0184028706945	ehesten 0.0170715855196	spätsommer 0.0164393605717	weingarten 0.0163508815058	familienbetrieb 0.0141696100733	bräunlich 0.0114857368153	durchzug 0.0104504767842	unempfindlich 0.0097227991642	ausgangsbasis 0.00815641290872	kultivieren 0.00814192070515	temperaturunterschied 0.00751596127225	mischwald 0.0070657814424	mau 0.00597912354914	rücktransport 0.00519596160362	ferndiagnose 0.0051498581223	biegsam 0.00509674095758
topic194	welt 0.0442494668344	geschichte 0.0243700073735	leben 0.021919865361	ende 0.0174705163518	böse 0.016000809702	tot 0.0151018680263	geheimnis 0.0139357027754	schicksal 0.00998276402076	finden 0.00995981042656	retten 0.00991326238063	lassen 0.00878809500799	handlung 0.00873126016072	erzählen 0.0080890667246	erfahren 0.00803650742822	königin 0.00782798584842	seltsam 0.0072965104309	groß 0.00702096691542	spannend 0.00680396651651	dunkel 0.0067298686129	wissen 0.00659250500778	erst 0.00649440176163	alt 0.00649320332639	erinnern 0.0063607926407	geheim 0.00630493231594	scheinen 0.00626044252958
topic195	hervorragend 0.043515530451	außergewöhnlich 0.0345238330322	verleihen 0.0272010366842	zeigen 0.018042457185	saal 0.0176061448549	eindrucksvoll 0.0164812621971	beeindruckend 0.0134547900029	harmonisch 0.0132047571038	voll 0.0131654189422	erstklassig 0.0130620449093	tarifvertrag 0.0126104150897	ausgesprochen 0.0125077997454	überzeugend 0.0115681582871	anspruchsvoll 0.011509348873	sanft 0.011034983542	leichtigkeit 0.0105759964105	intensiv 0.0105010916487	überzeugen 0.0103807715395	kräftig 0.0101794030663	bemerkenswert 0.00984991449894	ungewöhnlich 0.0098293603363	berner 0.00952198379814	gelungen 0.00944704075797	begeistern 0.00925653212606	erstaunlich 0.00896086750576
topic196	besuch 0.269551434102	besuchen 0.187463598445	ausflug 0.0342885591621	besichtigung 0.0315684847343	besichtigen 0.0259608590668	führung 0.0244094771594	rundgang 0.0205711354596	harz 0.0162473902413	flora 0.0160648085846	geführt 0.0102898777432	stattfindend 0.0101303381217	höhepunkt 0.00950675225856	kreisstadt 0.00950290347336	verbandsgemeinde 0.00943216293201	eintrittspreis 0.00839310388937	gästezimmer 0.00799622420803	sponsoring 0.00791484576911	feinste 0.00786992438332	pflanzenart 0.00786799460926	mittagesse 0.00760963252179	therme 0.00698354551536	attraktion 0.00689772568274	fauna 0.00685793422435	erkundung 0.00673053742872	anschließend 0.00644605975567
topic197	karte 0.471902051074	gewinnen 0.174894839645	ticket 0.0759668112219	gewinnspiel 0.0524689937636	gewinner 0.0477804325882	tuning 0.0156322219795	geben 0.0155007142871	gewinn 0.014828319911	verlosen 0.0118660761613	bekommen 0.0117859699507	formalität 0.00744192401209	überteuert 0.00691640946539	beglückwünschen 0.00690820854767	los 0.00659930694442	kaufhof 0.00538483529993	erfolgsquote 0.0047426841476	seltenheit 0.00456795939769	chance 0.00437676584342	glück 0.00420097061502	annähern 0.00410591939404	aussuchen 0.0039248923609	erhalten 0.00375425828135	legen 0.00342967745223	nehmen 0.00283069870699	hiobsbotschaft 0.00267454317131
topic198	schenken 0.145728317989	schmuck 0.0910511547253	kollektion 0.0560879019476	ultimativ 0.0493662180784	pate 0.044715332884	diamant 0.0381079078355	wohlfühlen 0.0329482903237	schmuckstück 0.0326826812839	gespür 0.0310348759085	hang 0.0248201865223	patenschaft 0.0246224819957	juwel 0.0226461551476	vital 0.0203661141396	armband 0.0173765132664	zeitgeist 0.0154141196927	klassenlehrer 0.0151436828567	dreitägig 0.0142883978245	manufaktur 0.0129312063161	ausrufen 0.0124961375782	betriebswirt 0.011245197042	juwelier 0.0109598994126	vorschein 0.0105795853374	lange 0.00998794626177	fundgrube 0.00992319064306	revolver 0.00977237307769
topic199	frage 0.139567637555	geben 0.07355033437	antwort 0.0586005138206	wissen 0.0543271025741	fragen 0.0267070073305	gehen 0.0258445314826	machen 0.0237785073216	stellen 0.0216190907716	kommen 0.0215931508008	sagen 0.0203103684482	richtig 0.0178819828348	stehen 0.0166717495014	genau 0.0158644625356	gut 0.0148720210808	bekommen 0.0137814340072	einfach 0.0133706481146	beantworten 0.0131258623097	tun 0.0119944752432	zeit 0.0104453376288	heißen 0.0103797674891	brauchen 0.009613012633	wichtig 0.00948452484368	helfen 0.00892970808031	antworten 0.00806030800555	finden 0.00730081907107
topic200	abnehmen 0.188484923959	hinweisen 0.104078474908	geehrt 0.0782945788333	fundament 0.0637779863705	schließung 0.0412373465203	kinofilm 0.0396900999389	triathlon 0.0338855141559	kessel 0.0307404146054	restaurierung 0.0287594171476	zeugen 0.0277785246982	basketball 0.0268618250021	hausmeister 0.0268127618743	übergewicht 0.0262088760129	regeneration 0.0252589615587	volleyball 0.02488784843	sternchen 0.0245134427059	eishockey 0.0216634062508	gefälle 0.0215905373911	bewältigen 0.0185549111957	log 0.0169509899939	muskelaufbau 0.0131465811452	unsachgemäß 0.0114642319478	peitsche 0.011190402717	tanzbar 0.00914909282756	bodybuilding 0.00885384610747
topic201	iphone 0.261809154663	ipad 0.148878523244	neuerung 0.0703758039074	app 0.0461843541443	hülle 0.0438114507754	touch 0.0354301912343	soft 0.0297632435837	gerücht 0.0210711634009	touchscreen 0.0187058180579	motion 0.0170924234227	geschäftsidee 0.0168185695658	klingelton 0.0161004602139	rundschreiben 0.0140611201541	diktieren 0.0116392980742	schutzhülle 0.011202665446	sicherheitslücke 0.0109249274063	besitzer 0.00980804325058	news 0.00887937802353	blackberry 0.00832910170244	mobilfunkanbieter 0.00814710709737	tochterunternehmen 0.00802174111337	generation 0.00788370946534	verkaufsstart 0.00690230780799	businessplan 0.00652956881	machtkampf 0.00630025695734
topic202	becken 0.111984849508	linke 0.108958535739	filter 0.0862735483713	links 0.0676979086841	aquarium 0.0560807194217	linkspartei 0.0419451857424	mindestlohn 0.0411621470493	linken 0.0289036697795	rennstrecke 0.0209042781569	demokrat 0.0199187075039	kandidieren 0.0162364164446	regierend 0.0160683332998	koalitionsvertrag 0.0134191406976	wahlkampf 0.0129746683939	wahlprogramm 0.0128573111613	wiederwahl 0.0124629816415	akademiker 0.0124489964673	netto 0.0121350430985	nitrat 0.00994437756035	anliegend 0.00964211320107	untersuchungsausschuss 0.00910745876888	brutto 0.00902653385192	rausschmeißen 0.00868714115107	meinungsaustausch 0.00863096287846	koblenzer 0.00835248340938
topic203	band 0.465202883296	reihe 0.266123910395	garde 0.027436227098	präsent 0.0244836579284	rar 0.0222354919246	versiert 0.017403927015	luftig 0.0157944561426	verwalter 0.0146505392126	passage 0.0122295603552	wuchtig 0.011253670299	jugendzentrum 0.00925123125872	rückblickend 0.0091784482737	überfüllt 0.00739002308457	brachial 0.00633134793936	operierend 0.00612496958036	zuschnitt 0.00559564553411	rücksichtnahme 0.00535402324586	lokalmatador 0.00524293721451	einfühlungsvermögen 0.00521329139616	ergreifend 0.0050369880359	ekstase 0.00497621435499	neustädter 0.00473942130357	mastermind 0.00397794538306	prägend 0.00384057631344	grobe 0.0036806758874
topic204	euro 0.354860290415	kosten 0.0893485659476	jahr 0.0268958503005	höhe 0.0217879991744	monatlich 0.0201253517814	zahlen 0.0174887025221	liegen 0.013303291099	cent 0.0127143144846	betragen 0.0123272847514	hoch 0.0112506785289	zusätzlich 0.00988118308757	geben 0.00937639186474	kommen 0.00849851603032	betrag 0.00848692046657	zuschuss 0.0077300968767	erhalten 0.00765553064242	belaufen 0.00751781829896	jährlich 0.00713875489162	teuer 0.00682649758693	rentenversicherung 0.00649051766084	maximal 0.0062015294339	weit 0.00605683046046	rechnen 0.00580837646464	fallen 0.00553638251074	bekommen 0.00523565573841
topic205	änderung 0.10483203541	regelung 0.0602323505098	landwirtschaft 0.0262701751604	landwirtschaftlich 0.023580000456	bisherig 0.0215738781302	landwirt 0.0188727178813	einschränkung 0.0176703911857	gesetzgeber 0.0152704702275	bestehend 0.0151952145062	unterhalt 0.013867429251	geändert 0.0137638964901	erhaltung 0.0128445030841	belang 0.0126878693225	beschränkung 0.0121567179356	grundsatz 0.0111362024442	ausgestaltung 0.0104747377153	ändern 0.00942815745879	berücksichtigung 0.00812880286008	neuregelung 0.00765365084841	festlegung 0.00679122767156	vorgesehen 0.00666761308986	eingeschränkt 0.00659974556996	betreffen 0.00634745819124	vorrang 0.00632838461552	bleiben 0.00614875051344
topic206	politisch 0.205491079216	politik 0.166809875903	politiker 0.0617638716911	nation 0.0589557325098	global 0.0480980039819	macht 0.0445693854002	vereint 0.021848810945	welt 0.019776409503	chancengleichheit 0.0101748616787	korruption 0.00949412698615	staat 0.00896218255015	kommunismus 0.00852532717951	ungleichheit 0.0084764860997	einfluss 0.00847504385441	sozialpolitik 0.0082819547991	gender 0.00819094783445	bürokratie 0.00703954794037	wirtschaft 0.0067750302432	juso 0.00667702734002	interesse 0.00638730791391	zukunft 0.00638310985593	weltweit 0.00602567907041	banker 0.00597657080534	boykott 0.00591892123294	naturkatastrophe 0.00558617395503
topic207	sagen 0.0518083819629	sehen 0.0299097173686	gehen 0.0222944240226	kommen 0.0181025752307	fragen 0.0170636605247	stehen 0.0153647872486	wissen 0.0137354853265	hand 0.0121559928004	auge 0.011933125341	gesicht 0.0116787763226	sitzen 0.0111971192451	kopf 0.0107615027722	schauen 0.0106627461187	nehmen 0.00946664881701	lächeln 0.0094118534845	hören 0.00921599661743	denken 0.00896718129088	türe 0.00857676902135	machen 0.00842095904807	lassen 0.00798911189286	meinen 0.00789040299809	blick 0.00743346366932	arm 0.00736262811935	legen 0.00730103373442	bett 0.00694057947306
topic208	studium 0.123940978009	student 0.0976695871131	studieren 0.0639796716916	semester 0.0433737538951	praktikum 0.0364563136862	master 0.0337682625406	arbeiten 0.0209942983044	universität 0.0201920143818	erst 0.0189353438257	stipendium 0.0189195150178	abschluss 0.018659655137	dozent 0.0176280130657	absolvieren 0.0172473448852	fach 0.0152195508377	akademisch 0.0138920787072	studiengebühr 0.0132403351438	tätig 0.0131338845694	lehrveranstaltung 0.0113786213753	studiengang 0.0107285847225	ausland 0.00982411980163	fachrichtung 0.00950726383102	bereich 0.00936090860577	beginnen 0.00880301033533	tätigkeit 0.00842225134396	spät 0.00819349849122
topic209	spiel 0.437692002389	spieler 0.150473979756	spielen 0.122709914191	geben 0.0183918991901	spaß 0.0129591210828	mitspieler 0.010385546794	schwierigkeitsgrad 0.00722805866537	gegner 0.00630639120295	eigen 0.0061094394295	feld 0.00584168106117	machen 0.00525771905806	reihe 0.00477049225144	erst 0.00464165103385	bekommen 0.00457545246434	nah 0.00451199918045	kommen 0.00383754354628	regel 0.003689622631	möglichkeit 0.00352883012442	durchspielen 0.00328205132	taktik 0.00326427793527	gewinnen 0.00315569782046	poker 0.00296366222193	komplett 0.00290555640905	legen 0.002904840058	gespielt 0.00288422949536
topic210	platte 0.226405619019	schaf 0.0767451095745	separat 0.0744808891425	cache 0.0637856688339	fahrwerk 0.0630531302303	ftp 0.0346613724698	verb 0.0340098590249	ergattern 0.0338873022762	rauschen 0.0330044301259	innenraum 0.0255849146084	disk 0.0227463402763	elektriker 0.0196679193869	debütalbum 0.0195290013069	zehntel 0.0186884591617	anrede 0.0166541194549	airbag 0.0146747092058	hexer 0.0134739383958	unbequem 0.0115809545076	platt 0.0103257551071	verschleißteil 0.010237791465	lieblos 0.00879592409297	quarantäne 0.00870153360238	themenbezogen 0.00835047912351	mähne 0.00787634684795	pure 0.00750964184704
topic211	vertrag 0.406434882421	kündigen 0.121208768419	schnitt 0.097715950121	unterschreiben 0.0659438233784	icon 0.0561256629881	zusammenstellen 0.0310785415414	ausgereift 0.0218489908326	kiefer 0.0148096215693	tönen 0.0116486042145	ablöse 0.0115418728148	kunsthalle 0.011335648019	beständigkeit 0.0108864022034	anmeldeschluss 0.00883856625173	cursor 0.00851656326912	komprimiert 0.00845038748933	verlängern 0.00816259615541	kalkulierbar 0.00793994285184	tunlich 0.00781269702913	teilweise 0.00773280180173	donnerstagabend 0.00722565027889	zivi 0.00651200646456	talisman 0.0052144898561	zivildienstleistende 0.00493172423382	stelldichein 0.00453901449534	pflichten 0.00452057426155
topic212	beitrag 0.464300697301	user 0.0855914247438	registrieren 0.0766132239377	registriert 0.0388412395968	forum 0.0353288327094	betreff 0.0327459758912	online 0.0309351782907	sichtbar 0.0267345600797	chat 0.024526437684	registrierung 0.0223606219559	session 0.0214150497285	login 0.0176768018365	löschen 0.0169594953757	wohnort 0.0152256481852	spam 0.0146200321456	thema 0.0137255677968	diskussion 0.00625056471166	leisten 0.00591698736641	verfassen 0.00546672332614	letzt 0.00403572820305	wartungsarbeit 0.00343086112246	meinung 0.00339732406736	joystick 0.00323565463265	schreiben 0.00302633667603	datenerfassung 0.00296040659788
