topic0	intern 0.239484975317	sperren 0.0527377663754	klinikum 0.0406459347849	sperre 0.0385961572507	freigeben 0.0337921961521	heidelberger 0.0260115725237	touchscreen 0.0242914141708	memory 0.0240189468173	nokia 0.0237664681216	verlegen 0.0229396612029	kies 0.0205938734228	editorial 0.0180266538965	dicke 0.0177676099026	speicherkarte 0.0167245921903	mitbewerber 0.0159649408145	anfangszeit 0.0143081743988	schreibend 0.0136930558746	eingabefeld 0.0133623884308	lesend 0.0120979203411	privatleute 0.0110862821355	sortiert 0.0103372261536	ambulanz 0.0102915120182	verfuegung 0.00995531732395	überprüft 0.0097918772061	gemeinschaftsprojekt 0.00963115893689
topic117	groß 0.0155104024048	lassen 0.0137029928415	könig 0.0123438123367	sehen 0.0118016100057	himmel 0.00827669140156	stehen 0.0080017344047	hoch 0.00761278579277	recht 0.00612050976054	ganz 0.00574340353821	weit 0.00571549842035	scheinen 0.00538096806369	licht 0.00537963928243	erscheinen 0.00529810142194	tragen 0.0051866188918	reich 0.00489729097684	königin 0.00479472180423	auge 0.0046825855877	halten 0.0046807182045	hand 0.00467429167674	liegen 0.00455899939304	finden 0.00452611211109	nehmen 0.00446042071952	bleiben 0.00443617126911	sprechen 0.00440068981371	gestalt 0.0043219310345
topic118	bewegung 0.0332532487099	ober 0.0181184542014	bewegen 0.0177212405325	groß 0.0160111826922	leicht 0.0159632031945	linken 0.0153994933606	unter 0.014864339773	klein 0.0146377872631	stark 0.0143402269598	rücken 0.0134746826594	recht 0.0126858875896	körper 0.0116659626838	arm 0.0115980334994	lang 0.0103862994531	gewicht 0.00933760562095	kurz 0.0084715529483	bereich 0.00800170113893	knochen 0.00753008374503	schulter 0.00718011759025	muskel 0.00708505112303	weit 0.00706679012434	liegen 0.00700278681156	tief 0.00698857401832	bein 0.00672110849079	kraft 0.00664083304455
topic119	krieg 0.0527902889802	soldat 0.0257149497888	regierung 0.024351149709	militärisch 0.016132382672	frieden 0.0156672833726	präsident 0.0132295424909	bundeswehr 0.0127990861977	armee 0.0125169920742	israelisch 0.012122790622	weltkrieg 0.00965634615753	volk 0.00958018110106	konflikt 0.00920345517189	jahr 0.00836590105894	militär 0.00798652724398	truppe 0.0078803162493	bevölkerung 0.00733256600714	führer 0.00711582565987	international 0.00685209674319	angriff 0.0065755368189	gebiet 0.00620835253394	zivil 0.00604121428586	nation 0.00589176502837	tag 0.00556637939879	kommen 0.00555481324605	britisch 0.00518491452025
topic120	projekt 0.0643743493051	jahr 0.0233298887509	engagement 0.020161552721	arbeit 0.0187241622691	unterstützen 0.0169746453991	unterstützung 0.0156694253806	jung 0.0151178058928	spende 0.0150559635831	gut 0.0130356085858	erhalten 0.0128012692341	idee 0.0127327715768	groß 0.0122038295374	wettbewerb 0.0120478078001	aktiv 0.0110004887443	ehrenamtlich 0.0109321140482	preis 0.00901716310794	jugendliche 0.00879061190989	initiative 0.00876006062528	auszeichnung 0.00868931711972	helfer 0.00845974705163	gemeinsam 0.00829091620693	engagieren 0.00788060020733	machen 0.00769852325961	jugend 0.00754184980084	weit 0.00752853059709
topic121	hoch 0.031572200268	sicher 0.0227267627194	sorgen 0.0206667766935	batterie 0.0199988523744	optimal 0.0188848886852	maximal 0.0162630379858	leicht 0.0160434879556	zuverlässig 0.0150335734346	zusätzlich 0.0150269136036	lassen 0.0147252974405	bieten 0.0146380258278	sicherheit 0.013948884438	ideal 0.0122757524878	einfach 0.0118274157162	stabil 0.0116276539595	schnell 0.0114291247464	robust 0.0102473138741	gering 0.0102293970856	modell 0.00927342725819	integriert 0.0088303082403	eignen 0.00851924328663	speziell 0.00844343111642	reichweite 0.00843975910204	verfügen 0.00828125015098	zubehör 0.00812059118409
topic122	kunst 0.107073327647	ausstellung 0.0868780662707	künstler 0.0688057530009	museum 0.056156137195	künstlerisch 0.0259482875662	sammlung 0.0255368755805	kultur 0.0214541703034	galerie 0.0172985866158	zeigen 0.015918751473	akademie 0.0158649050071	fotografie 0.0157705330411	arbeit 0.0143712578674	zeichnung 0.0118804317674	gemälde 0.00967964279899	besucher 0.00952003018921	architektur 0.00937315701665	register 0.00920602030575	art 0.0081086852014	raum 0.00779563963149	maler 0.0074742117616	sehen 0.00730292021996	zeitgenössisch 0.00723502930966	objekt 0.00661653050114	schaffen 0.00653828407835	moderne 0.00633039208993
topic123	japanisch 0.0801473064089	bier 0.0603939032885	klassisch 0.049207233957	duft 0.0442248313812	geschmack 0.0440270310425	riechen 0.0370675564399	geruch 0.0266332897428	exotisch 0.0214246433296	frisch 0.0207408711023	fein 0.0201179249099	aroma 0.0200690985645	japaner 0.0177364978331	traditionell 0.0172056696494	nase 0.0169143068334	pur 0.0159499081598	mikrowelle 0.0159469341004	leicht 0.011509414725	genuss 0.0107895775457	erfreuen 0.0101995468006	kurier 0.0101408600314	intensiv 0.0100393661754	brauerei 0.00985480751314	schmecken 0.009615062456	beliebtheit 0.00953266931753	natural 0.00948110822817
topic124	gewohnt 0.120044644611	advent 0.0520395760457	zuhause 0.0415826547422	halloween 0.0307907193067	beitreten 0.0297985911048	steinbruch 0.0288786495882	belohnen 0.0265089881959	sporadisch 0.0261976105026	depot 0.0253014111634	laterne 0.0252256072411	gefällig 0.0241267308206	verwerten 0.0240984888124	tagesgeld 0.0235883656445	puzzle 0.023103090767	tagesgeldkonto 0.0228523337361	kalk 0.0226328418644	umsehen 0.0215787069201	kürbis 0.0208227194537	kompromisslos 0.0204892139076	erfahrungsaustausch 0.0192003985375	straßenbau 0.0182057733525	ader 0.0174702188382	gartenbau 0.0169205365441	gips 0.0161927590034	rückfall 0.0152910913313
topic125	film 0.326919187251	kino 0.0446114496606	szene 0.0337726689108	teil 0.0253167608936	story 0.0189240304356	trailer 0.0167633942821	filmen 0.0164066512673	sehen 0.014506103912	ende 0.0103967471927	action 0.00990766788864	minute 0.00792953825417	dvd 0.00789761324776	regisseur 0.00776695724954	bild 0.00746063034628	zuschauer 0.00740652517468	video 0.00713812411604	gut 0.00708167587083	geschichte 0.00691853726065	ansehen 0.00620913437426	anschauen 0.00586035383051	musik 0.00572740996859	drehen 0.00545178723935	erst 0.00544973184907	effekt 0.00539930585984	fortsetzung 0.00528635873161
topic126	springen 0.281407091169	navigation 0.103742809183	direkt 0.0426889981545	straßenbahn 0.0413497996734	inhalt 0.0399611319081	pastor 0.0384553024859	mithilfe 0.0363103267557	reisebüro 0.0255107289205	gekennzeichnet 0.0227899006539	entern 0.0217270577627	sommerferien 0.020504720533	jeep 0.0187279076896	teleskop 0.0168071143651	ire 0.0163920226371	arbeitseinsatz 0.0137985277591	montiert 0.0133424289522	assistentin 0.0119967631148	ruhestand 0.0118997230854	haupteingang 0.0116426679609	lagerbestand 0.0100077887987	utensil 0.00978610039141	hausbesuch 0.00974988523685	gemeindezentrum 0.00971900274544	arbeitsunfall 0.0086631035916	innenbereich 0.00854817430865
topic127	system 0.286980005447	objekt 0.0690985456318	komponente 0.0290345388048	prozess 0.0275718372024	komplex 0.0190909183177	basis 0.0188170948099	grafisch 0.0187900733604	steuerung 0.0154540553124	schnittstelle 0.0153471485762	zentral 0.0140294587518	anpassung 0.0126737700416	protokoll 0.0122879043487	optimierung 0.0111169808971	dokumentation 0.0107654819104	segment 0.00883691366002	anbindung 0.00882521167913	programmierer 0.00846659460826	tcp 0.00798921807541	funktional 0.00769306437731	komplexität 0.00732321357196	management 0.00723513154227	referenz 0.00718339592514	aufgabenbereich 0.00622776891156	visualisierung 0.00597585889237	benutzeroberfläche 0.00587908637078
topic128	gutschein 0.120584275908	leer 0.0814591902687	warenkorb 0.0439920629215	spule 0.03858358457	reinigung 0.0360493389749	leiste 0.029999862976	maustaste 0.0274600834456	reinigen 0.0271971527239	edelstahl 0.0234494162819	shampoo 0.0222420718278	auflistung 0.022237626637	aktualisierung 0.0204917236814	tab 0.0200259870742	einlösen 0.0171424225894	bürste 0.015422915146	verbraucht 0.0145787194371	geschenkidee 0.0140459067107	auffrischen 0.0134428889191	zahnbürste 0.0133762058174	bestellwert 0.0132470990396	heizkörper 0.01301080977	chrom 0.0128722877315	festzelt 0.0126975050607	gutscheincode 0.0122543029914	ölen 0.0115424180648
topic129	neu 0.0867016200316	technisch 0.0238055600172	technik 0.0156853350801	modern 0.0151354413623	technologie 0.0147399092264	entwicklung 0.0140716273942	groß 0.0130913064946	hoch 0.0130883027912	einsatz 0.0111983499091	markt 0.0111949186389	innovativ 0.0108022913076	jahr 0.00999880932419	bieten 0.0094501185593	lösung 0.00889908994544	stellen 0.00800695949797	innovation 0.00792093795169	bereich 0.00749296130563	produktion 0.00746230047127	weltweit 0.00722791907582	hersteller 0.00716140111307	ermöglichen 0.00693092227511	entwickeln 0.00667723962941	weit 0.00637366500468	maschine 0.00570181816157	schnell 0.00548099792312
topic130	organisation 0.161814879148	arbeiter 0.0608748732179	gewerkschaft 0.0519781139365	organisieren 0.0277826944612	sektion 0.0269176657385	fabrik 0.0234719604454	streik 0.0194906231327	arbeitsbedingung 0.0191764130239	zulauf 0.01634675337	zusammenschluß 0.014469533857	belegschaft 0.0143584227292	organisiert 0.0139559318909	aktionstag 0.0129837960076	tacho 0.0123399344139	mitgliederzahl 0.0117387236166	bewegung 0.0115695007769	feministisch 0.0111404898207	pfingsten 0.0106381733231	vereinbarkeit 0.0104244516166	chancengleichheit 0.0100649803794	mitarbeiten 0.00915737705208	jubilar 0.0083169663665	provinzial 0.00830985745617	solidarität 0.00829188051314	solidarisch 0.00803616160287
topic131	anlage 0.124784096026	strom 0.0429600133736	tonne 0.0311103614908	gas 0.0248019134399	elektrisch 0.023755446088	klimawandel 0.0169361045631	wärme 0.0164438974669	klimaschutz 0.0150972185687	klima 0.0146549366408	umweltschutz 0.0139083464913	heizung 0.0129873016275	betrieb 0.0129615531294	emission 0.0127154391818	jahr 0.011666404791	fossil 0.0101299093198	sparen 0.0101127227212	kosten 0.00858461084372	umwelt 0.0079538361651	solaranlage 0.00789442509908	jährlich 0.00766270274981	betreiber 0.00732463565567	dach 0.00710579163261	solar 0.00703541878095	verbrauchen 0.00664832104234	heizen 0.00660210655834
topic132	kunde 0.055498060829	ware 0.0504513839906	bestellung 0.03937843345	rechnung 0.0305840359113	lieferung 0.0303827934445	verkäufer 0.0259906771228	versand 0.0257613750743	preis 0.0253638204077	versandkosten 0.0220604980547	käufer 0.0216583904813	mehrwertsteuer 0.0188684271577	tag 0.0148348095045	erfolgen 0.0147780252578	zahlung 0.0109641963285	lieferzeit 0.0076106352267	kreditkarte 0.0073510331308	angegeben 0.00732929235895	angabe 0.00699647598205	liefern 0.00644618559497	gesetzlich 0.00636730465641	gelten 0.00635643897578	bezahlung 0.00621338914545	möglich 0.00617066975911	geliefert 0.00613206271901	verstehen 0.00609593945941
topic133	tod 0.0765124436021	sterben 0.0455237844844	leben 0.0348901655185	tot 0.0233263368686	grab 0.0123043300757	letzt 0.011724022192	tote 0.0116999754822	erinnerung 0.0114642519272	feuer 0.0102238847126	nacht 0.00979005559615	schicksal 0.00934273749358	hoffnung 0.00931056463888	ende 0.00856282313922	seele 0.00830564917454	ewig 0.00817957138858	trauer 0.00769039711773	hölle 0.00696254058543	flamme 0.00670491345188	unglück 0.00662911238385	retten 0.00640389307043	verstorbene 0.00621267123924	blut 0.00605928159188	märchen 0.00583684726632	tag 0.00579968133436	abschied 0.00516149633923
topic134	fusion 0.0379711787344	zentralbank 0.0281970086677	wertpapier 0.0249642949773	schere 0.0237967304655	assistent 0.0179577762616	weihnachtsmann 0.0170997115814	abgeltungssteuer 0.0166520089186	einsehbar 0.014953691335	gebühren 0.0148844224685	fachhändler 0.0141952114017	versprochen 0.0141673946697	muschel 0.013350683486	erbschaft 0.0126592989088	distributor 0.0120893847941	piken 0.0116906482187	aufschluss 0.0113382598006	lotto 0.0111317114011	importieren 0.0110030623707	hochdeutsch 0.0109929996095	fallen 0.0108355464833	staatsanleihe 0.0107808048244	tellerrand 0.010678905054	angehend 0.0106691216766	übersee 0.0103938519903	vergnüglich 0.00985791211678
topic135	bewertung 0.237467886184	empfehlung 0.193217731731	bewerten 0.143767420394	kaste 0.0446186845772	anzeigen 0.0378811879338	abgeben 0.0340784749455	frame 0.0244867769534	schulkind 0.0206392825277	stillstand 0.018018875244	abwasser 0.0167467464947	emailadresse 0.0126765290953	verbraucherschutz 0.0123277911217	fußen 0.0116623231077	hilfreich 0.0109727502177	durchschnitt 0.0105916207932	reputation 0.0103902088437	überführung 0.00819914684879	zeitlang 0.00801353743665	polymer 0.00781061114998	stellend 0.0077292877818	radius 0.0075911476771	empfehlen 0.00613113324463	durchfahrt 0.00611897750067	vereinfacht 0.00606334810131	pflegerin 0.00598123851751
topic136	kochen 0.0330506827545	geben 0.0297880871668	kaffee 0.0269871995343	schmecken 0.0228196910742	lecker 0.0207635291723	gut 0.0201087730756	frisch 0.0200164827797	lassen 0.018313728854	tee 0.0179287990716	zucker 0.0178126995602	brot 0.0176474337586	apfel 0.0146465798382	klein 0.013170808286	salat 0.0131482773739	kuchen 0.0129436076268	wasser 0.0122432255377	topf 0.0119022456546	butter 0.0118200751546	küche 0.0108701918902	tasse 0.0107488451554	ofen 0.0100733704038	reis 0.00960127706545	heiß 0.00946660172046	teig 0.00894575265331	pizza 0.00885994026187
topic137	papier 0.202117255612	metall 0.0722781127512	kette 0.0496720658864	stempel 0.0362032508853	schmuck 0.0346602425961	freistaat 0.0316000116644	umschlag 0.0258554000162	prospekt 0.0248945166952	geehrter 0.0246092936763	fertigen 0.0235693192195	werkstätte 0.0234636565386	kupfer 0.0223901392047	hebamme 0.0197697978647	perle 0.0183798594013	neugestaltung 0.0135392819012	druckerei 0.0121504177966	maschinell 0.0120046716326	schmuckstück 0.0111574920501	tadellos 0.0102855828614	heimatort 0.00966974415271	anfertigen 0.00932336637987	bedrucken 0.00923768647724	titelblatt 0.00890719966754	geschlossener 0.00857069168823	zieren 0.00826265337441
topic138	wichtig 0.0260843720875	grundlage 0.0231774060527	standard 0.0229165107624	überblick 0.0228973490298	erläutern 0.0196060377997	aspekt 0.0173146703803	kriterium 0.017106378549	norm 0.0157782903918	darstellung 0.0152828466629	umfassend 0.0127649777579	ausführlich 0.0111291279822	verständlich 0.0108155118559	handbuch 0.0107757235072	umsetzung 0.0104231926466	übersichtlich 0.0100327604143	übersicht 0.00991905074247	umfangreich 0.00932063170857	beispiel 0.00911648008923	thema 0.00848972805082	vorgabe 0.00817815899033	leitfaden 0.00803788802497	energieverbrauch 0.00769668411414	relevant 0.00746567194687	anforderung 0.00743029518567	anschaulich 0.00730218456044
topic139	kontrolle 0.108612848011	künstlich 0.0676884009431	dauerhaft 0.0624137523268	visum 0.0511686333668	aufenthalt 0.0470854580072	pass 0.0359540931638	diagnostik 0.0335609267481	ultraschall 0.0222910550255	einreise 0.0198717496601	eingriff 0.0190797551282	begleitend 0.0181409628683	kombiniert 0.015457634173	mitgliedsstaat 0.0134693839882	schulgebäude 0.0131836164082	umwandlung 0.0130957202089	nische 0.0128991726097	beeinträchtigung 0.0123957294672	multipel 0.0122690117599	einweisung 0.0106169666947	vorübergehend 0.010585610244	defekte 0.0105149176209	vermindert 0.0102339703598	normalfall 0.0100603030723	jubiläumsjahr 0.00973985531979	nachgewiesen 0.00966041351939
topic140	druck 0.0890510750602	zeichnen 0.0386882645029	drucken 0.0356185097231	erhältlich 0.0316793586631	lesezeichen 0.0312857449051	möbel 0.0295669458658	drucker 0.0239723570702	lieferbar 0.0236552987867	vielseitig 0.0211552317867	fohlen 0.019382967192	rückseite 0.0181414011938	hochwertig 0.0175429900762	optik 0.0172683537601	made 0.0167852088913	aluminium 0.0152196779653	matt 0.0141347832548	sommerlich 0.0133086895879	schmetterling 0.0126961206032	karton 0.0115019261624	abmessung 0.00888092446782	edel 0.00876818732503	exzellent 0.00874026271733	hervorragend 0.00854994680325	gefertigt 0.00853714484389	einsetzbar 0.00846341417125
topic141	feld 0.263806825674	wald 0.201053358413	welle 0.088496411731	teilchen 0.036479520728	image 0.0335457933446	delphin 0.0262235712573	norddeutsch 0.0187406594919	hai 0.0165868617539	magnetisch 0.0163039966204	schwimmer 0.0161778078913	ladung 0.0142615860706	elektromagnetisch 0.0139174852778	frequenz 0.0126081779834	schulabschluss 0.012107872842	baustein 0.0106621710796	mikroskop 0.00902849928693	mehrjährig 0.00901785230529	krähe 0.00876250475001	zweckverband 0.00797283948136	hauptseite 0.00705292115508	namensgebung 0.00704794805654	webauftritt 0.00666779570266	hauptschulabschluss 0.00658845084097	hertz 0.00652882846514	höherwertig 0.00650089941923
topic142	schule 0.426197360812	lehrer 0.0995572619513	bildung 0.0797278874279	pädagogisch 0.0345445016343	home 0.0241041482476	erziehung 0.0240962385066	unterricht 0.0170749139233	pädagogik 0.0169859891674	predigen 0.0144482523614	pädagoge 0.010583262052	lehren 0.0102659849044	oldenburger 0.0102093522207	internat 0.00968609732376	verführen 0.00957756079673	religionsunterricht 0.00912969783213	schulisch 0.00800175270211	schulhof 0.00770600092661	erziehen 0.00766833137571	unterrichten 0.00752671820201	jugend 0.00745709345153	sekt 0.00647097712301	rektor 0.00611861250361	doping 0.00565808957794	gedrückt 0.00537215736713	erzieherisch 0.00488362610046
topic143	gruppe 0.223105016577	teilnehmer 0.165986551313	veranstaltung 0.0934645497194	termin 0.0728136498662	senior 0.0372486401385	teilnahme 0.0335064819592	teilnehmen 0.0272190662851	anmeldung 0.0271434807613	veranstalter 0.0230963683904	teilnehmerin 0.0135324986827	treffen 0.0129682759493	betreuer 0.0123425446679	event 0.0113156461559	neustadt 0.00898546162852	stattfinden 0.00847793009659	ticket 0.00734353442407	verpflegung 0.00696678799799	veranstaltungsort 0.00658432715329	startschuss 0.00641928176257	organisieren 0.0060845279177	finden 0.00606542645981	organisator 0.00583654117602	terminkalender 0.00506261515381	kuschelig 0.00479968424878	seniorin 0.00475224586974
topic144	newsletter 0.140745151828	impressum 0.0698377696969	kuh 0.0658223296996	abonnieren 0.0441757006918	schlagwort 0.0300272092181	standardmäßig 0.0256607002357	vierbeiner 0.0244851550402	geschäftsführend 0.0225949399916	inserat 0.0213872251557	taube 0.018638753745	hundeschule 0.0170420691971	einkäufer 0.0155522219532	neuigkeit 0.014808681162	körpergröße 0.014419980217	generiert 0.0133697594331	kriminalroman 0.0131057877805	tauglich 0.0123291218942	disclaimer 0.0122942674801	unstimmigkeit 0.0122425404936	datenschutzerklärung 0.0119567239393	angeschlossen 0.0114376909638	ulmer 0.0106202971523	spatz 0.0102695677052	anzeiger 0.00992451072412	sittenwidrig 0.00992287879451
topic145	händler 0.184054930499	ausland 0.169526902247	reifen 0.0807670724952	ausländisch 0.0774518534901	rüge 0.0406235570004	erzeugnis 0.0357107720245	titan 0.0354366273255	leuchtturm 0.0234220573958	schaufenster 0.0188708232458	dachboden 0.0164492877064	inländisch 0.0156093067183	eidgenössisch 0.0154260928306	rotation 0.0131491023966	schwamm 0.0125737300101	winterreifen 0.011806895079	ortsvorsteher 0.0115203433546	fracht 0.00923934711614	regenschauer 0.00894424028511	bauhaus 0.00819911692908	erlebnisbad 0.00809317739137	aufziehen 0.00749217087421	paddeln 0.00721220478499	hauswand 0.00697130058198	sommerreifen 0.00662708725566	innerbetrieblich 0.0064081156083
