topic0	bett 0.100058856879	schlafen 0.0923069672002	ruhe 0.0602465872641	nacht 0.0372001159224	schlaf 0.03333987657	müde 0.0310142498956	gehen 0.0278442308282	tag 0.0264900110146	wach 0.0234875767985	liegen 0.0218075256723	zeit 0.0203830926352	aufstehen 0.0184930443816	anstrengend 0.0160589608582	ruhig 0.0132679003693	couch 0.0130350542358	stunde 0.0127428562927	machen 0.0127281454125	gut 0.0126800156207	morgen 0.0118020413706	alptraum 0.0117054067959	abend 0.0115950985782	früh 0.0113036832205	einschlafen 0.0111259196861	legen 0.0110835397802	aufwachen 0.0101826988442
topic258	dichtung 0.152526360177	täuschen 0.0750951936421	handschuh 0.0744456438014	skizze 0.0640573806068	vermutung 0.0626089379584	auktion 0.0553872702711	frosch 0.0532887651299	lyrik 0.0472990060695	laß 0.0384082855822	verkraften 0.028652958346	herkommen 0.0283786586778	aufreißen 0.0278329898574	reell 0.0233205079769	belehren 0.0228719781399	akribisch 0.0227501133028	kühn 0.0224132685587	riesengroß 0.0196453503431	dreist 0.0164364430976	dichten 0.0161310468446	kunstform 0.0117518397729	sondermodell 0.0115513203929	medusa 0.0114109086709	fiasko 0.0112170167444	mitdiskutieren 0.00921298633212	auftrumpfen 0.00886804629781
topic259	ausland 0.345716368522	händler 0.268927989669	ausländisch 0.204019515557	aufladen 0.0298927943992	geraum 0.0265743747498	kabellos 0.0168638035555	elitär 0.0144410442866	hektisch 0.01062274657	wiederspiegeln 0.0100064094366	differentialgleichung 0.00805921158513	liebäugeln 0.00592971868579	schäfer 0.00564758066514	herausragen 0.00562881438204	triebfeder 0.00557236976222	firmengeschichte 0.00542674295392	spielerlebnis 0.00439029094825	nennend 0.00323216480283	exhibition 0.00310074631043	seelenlos 0.00266731602386	tränenreich 0.00234470249927	dienstanbieter 0.00230354525196	materialauswahl 0.00211750758823	käuferschicht 0.00186871812942	besitzende 0.00148125190773	belletristisch 0.00135405914008
topic260	pumpe 0.162770827175	record 0.138760872743	einhergehen 0.0840031533755	stellplatz 0.0837791626906	pionier 0.0819435184163	baureihe 0.0777257101797	fluid 0.0550916874578	ikone 0.0548302701808	trainingsplan 0.0434865605462	grenzwertig 0.032927524909	klatsche 0.0225881898433	zenit 0.0203754842658	großauftrag 0.0195978229685	bodenhaftung 0.0156209075668	serviceorientiert 0.012726058907	bestückung 0.0114196516909	bankdruck 0.0107581319897	verzogen 0.0102718254733	furchteinflößend 0.00786675554373	algenblüte 0.00708090729621	preiskalkulation 0.00698395763849	kreuzheben 0.00695116733785	diktum 0.00572843961549	fußabtreter 0.00358591086174	nachdenkenswert 0.0034710265524
topic261	atmosphäre 0.240307197716	klima 0.155211792599	eis 0.144713447879	strahl 0.0499668375445	geladen 0.0421553673344	stadtentwicklung 0.0343156943513	erwärmung 0.0295171898657	allee 0.028501533527	treibhausgas 0.0235081402485	eiszeit 0.0211327038949	kasten 0.0208587980781	klimatisch 0.020332052164	filigran 0.017296935927	mietpreis 0.0145985707568	senatsverwaltung 0.0125882803487	umbaumaßnahme 0.0104264448028	abgerundet 0.00992981682461	äquator 0.00953849705544	überdachung 0.0090547039102	ozean 0.00809976993091	lokalzeitung 0.00738347511701	anthropogen 0.00724039254224	erderwärmung 0.00599210016882	sonnenaktivität 0.00519586769975	landmasse 0.00511496690218
topic262	eindruck 0.195556603196	verhalten 0.157302669389	beurteilen 0.0585590361653	beurteilung 0.0399511638201	vorfeld 0.0365836909446	einschätzung 0.0343623019804	verschaffen 0.0340918365919	einschätzen 0.033022762164	vermeintlich 0.0226249870845	vorgesetzte 0.0221940349906	selbstverständlichkeit 0.0215609568395	ausgesprochen 0.0173662405681	erwecken 0.0169054943067	nachdenken 0.0167581668715	schwachstelle 0.016171194581	ausbleiben 0.0128506544698	vermitteln 0.0116787701508	hierarchie 0.00971437318891	arbeitsleistung 0.0089197290579	personalkosten 0.00884079294789	benennung 0.00827410506293	hoffnungsvoll 0.00827212671176	sachverstand 0.00771596932176	durchblicken 0.00651441470061	ausschöpfen 0.00586918395095
topic263	sitz 0.387611525567	latein 0.0670012788339	geprüft 0.0536879680256	niederlassung 0.043432131971	stätte 0.0347500985841	klassenstufe 0.0290281098185	hausbesitzer 0.0280221743258	vermietung 0.0262025929162	untertan 0.0261721153708	verehrt 0.0250194904406	umfasst 0.0223652077972	ehemalige 0.0209624015966	gegenüberstehen 0.0180137764816	einsatzbereich 0.0174531534276	betriebsleiter 0.0156753748211	weltmacht 0.0153939540962	taler 0.0146159590577	mobiliar 0.0143159541765	schulleben 0.0125855304908	schulprojekt 0.0122129618329	informationsbroschüre 0.0111772768695	tiefbau 0.0104353917073	ruß 0.00987510464078	verpachtung 0.00961736008807	adlig 0.00896393063816
topic264	stimme 0.519066200075	ermitteln 0.0714129306696	stadtwerk 0.0549765169996	zettel 0.0524774873429	baumaßnahme 0.0392283618565	postleitzahl 0.029331603374	kirchenkreis 0.027811019885	sponsoring 0.0207650502521	zufahrt 0.0168536371199	grundeinkommen 0.0164495494029	realisierbar 0.0163777772323	siegburg 0.0130301464097	bahnhofstraße 0.0128996190913	bedingungslos 0.0123451109859	arge 0.0110489738864	stimmzettel 0.00967344271303	downloadbereich 0.009018601709	beheizung 0.00861823529968	benutzerfreundlich 0.00767255463102	behältnis 0.00758419677219	stimmen 0.0072559286652	zwischenbericht 0.00714750407297	zusammenlaufen 0.00435659729199	anfangsverdacht 0.00362367025032	kundenzentrum 0.00293641800802
topic265	geschichte 0.347760739131	autor 0.103987788818	roman 0.0838453115657	erzählen 0.079427454053	leben 0.0309170154247	erzählung 0.0220625946616	spannend 0.0180025703574	lexikon 0.0175577549234	historisch 0.0136787112488	zeit 0.0116120038683	bestseller 0.00809702284608	ende 0.0073850468137	fiktiv 0.00717686988835	anekdote 0.0067208517917	handlung 0.00647737282104	fantasy 0.00597673732145	lektüre 0.00596978274812	geheimnis 0.0056334595062	leser 0.00549962573422	beschreiben 0.00499596977923	interessant 0.00492215271213	literarisch 0.00453215377605	sachbuch 0.00443235871552	reihe 0.00420798629752	anfang 0.00404548889118
topic266	erklärung 0.352659935574	betreff 0.122775903769	watt 0.121894230035	schreibtisch 0.0875000637462	beleuchtung 0.0497753260528	comeback 0.0453376804533	ringen 0.0384536423037	getestet 0.0348392969236	weglassen 0.0251210726976	viech 0.0235049039415	punktuell 0.0141714057771	strahler 0.0136745625578	nix 0.0120914743802	hinbekommen 0.010545729765	nachstehen 0.0104301656282	knarre 0.00788933305378	lochen 0.00748608986181	scheibenwischer 0.00607127379068	handfeuerwaffe 0.00423456212449	umzingeln 0.00365660029415	eigenlich 0.00306252925748	scheinargument 0.00190790386029	wattzahl 0.00124698462058	erklären 0.000294508094385	entführung 6.40697721501e-05
topic267	moderat 0.0925169931915	eintrittskarte 0.0731694966182	orientiert 0.0696117768253	pater 0.0589756078123	angespannt 0.0486528203969	apparat 0.0473877728946	leckerei 0.046593336408	auspacken 0.0435674955287	hurra 0.0407400382367	geschäftsidee 0.0366751448107	zwischenstopp 0.0309434063186	krönend 0.030208134256	beisitzer 0.0301109725142	dreitägig 0.0252333792743	genauere 0.022851010757	einchecken 0.0213041728979	flugpassagier 0.0204587258218	nenner 0.0199948740874	einzugsbereich 0.0188182391744	angedacht 0.0180545934838	transatlantisch 0.0163559576459	lobbyarbeit 0.0144332720617	businessplan 0.0142385912811	probat 0.0141361235781	selbstläufer 0.0131152681542
topic268	beschäftigte 0.17880238861	bundesweit 0.168147028306	kampagne 0.163946330602	bezirk 0.139031767198	gewerkschaft 0.0859306444183	akzeptabel 0.0589603505101	einseitig 0.038896195133	sonde 0.0209401614645	genannter 0.0198055539792	anrechnung 0.0173280885862	bundesvorstand 0.0133189084317	gebracht 0.0118536624135	bundespolizei 0.011146384282	vokabular 0.0107361584142	hardcore 0.00901841273949	eigenanteil 0.00848620135427	selbstschutz 0.00665062558176	grafikprogramm 0.00418154731229	wochenarbeitszeit 0.00403247234919	verhandlungsrunde 0.00393105531409	fassungslosigkeit 0.00361294620447	plauderecke 0.0029369941818	lebensarbeitszeit 0.00247906129824	häuserwand 0.00241717476157	starten 0.00215943086049
topic269	jugendliche 0.438016871251	marke 0.244743970246	jugend 0.15699514873	warenzeichen 0.0236162572853	homöopathisch 0.0231700362406	eingetragen 0.016253075634	jeweilig 0.00938321004213	vollversion 0.00896958188218	linde 0.00810936055175	anbringung 0.00632153704402	berücksichtigt 0.00615031086371	warnhinweis 0.0058848904028	demoversion 0.00576367452291	energiepolitisch 0.00496546210803	schulunterricht 0.00495012393308	tochterfirma 0.00430349529216	genannt 0.00405477207504	karrierechance 0.00403094109093	drill 0.00370357834544	produktname 0.00246524389613	downloadlink 0.00208702933056	deaktivierung 0.00201047008326	gehören 0.00194845572299	vorgängerversion 0.0018626207502	eigentümer 0.00186086683752
topic270	kollege 0.298672968718	radio 0.162344661832	redaktion 0.150065735832	fernsehen 0.107022824513	kollegin 0.0697526273826	rundfunk 0.0356270470878	unterstützt 0.0256421082127	chefredakteur 0.0224076000824	saarländisch 0.012693036516	forcieren 0.0102968354013	erfinderisch 0.00905980900813	vollversammlung 0.00772013207	personalrat 0.00742398043525	cis 0.00670879321009	hörfunk 0.00649242735493	medienlandschaft 0.00618909240298	münsteraner 0.00584219933372	eucharistiefeier 0.0054883888084	rundfunkanstalt 0.00462006706553	mitbegründer 0.00440310740807	publik 0.004139084689	böller 0.00317737198472	sache 0.00306207745476	tontechniker 0.00285037784324	medienarbeit 0.00264246454396
topic271	einfordern 0.0740606254826	paradox 0.0667745391601	provokation 0.0492029197251	therme 0.0430238266528	druckvoll 0.0425307096402	letter 0.0409519998621	entscheidungsprozess 0.0398179818594	neoliberalismus 0.0349112276494	wissend 0.0332019028537	elch 0.031699968603	dampfbad 0.0300211508203	hure 0.0289805594009	duett 0.0288055754422	wohlwollen 0.0261112114772	vorgeblich 0.0243432840215	bombastisch 0.0238927882741	einwerfen 0.0235946206762	kontrakt 0.0225655358751	abverlangen 0.0196357959016	rückbesinnung 0.0195967390783	intervenieren 0.0191814809017	konsolidieren 0.0189491385634	feministin 0.0161458809967	frauenrecht 0.014996157611	konzeptalbum 0.014376556797
topic272	geld 0.204193666038	bekommen 0.0337929540104	machen 0.029734751652	gut 0.0291960291816	geben 0.0256961596986	gehen 0.0252382360271	kosten 0.0223085605016	verdienen 0.021599610534	brauchen 0.0172416570494	kommen 0.0171974739232	sparen 0.0157984725446	lassen 0.0153545922175	ausgeben 0.0145324000206	bezahlen 0.0141130659227	teuer 0.0138386559117	zahlen 0.0108996027551	neu 0.0106125736403	bleiben 0.00973619550192	bringen 0.00946528652982	zeit 0.00909126700684	eigen 0.00891370815041	groß 0.00889615158246	tun 0.00859562709357	wissen 0.0085345603521	leisten 0.00850496694939
topic273	reihenfolge 0.226437898598	geändert 0.101487991141	vorfahr 0.0920817214961	vorzüglich 0.0718525220121	versterben 0.06980249917	rundreise 0.0637101126768	feierstunde 0.0372792415401	lauenburg 0.0352978817195	bergisch 0.0294991515115	basar 0.0220048564616	auslassen 0.0213790036799	durchblättern 0.0201060953877	endreinigung 0.0200664226316	turnus 0.0115254786295	handhabbar 0.0107467906447	sauerbraten 0.0105056141629	großgemeinde 0.00975652042126	exempel 0.00933905259933	überreichung 0.00861465802376	regionale 0.00857265006126	familienforschung 0.00855916980107	erbrechtlich 0.007858550006	kompilation 0.00746046550216	heimatstube 0.00670390997426	selbstgeschrieben 0.00656807206963
topic274	suche 0.445314414368	elektronisch 0.202037750864	eigenschaft 0.115953934691	home 0.0805107171403	weiter 0.0551237583917	hilfsmittel 0.0519836052596	arbeitsablauf 0.0108082431956	charakterisierung 0.00881452394191	freiburg 0.0053695302193	kommunikator 0.00398240977063	aktiviert 0.00338636153261	intrinsisch 0.00319947953238	determinante 0.00293242710841	erleichtern 0.00193230261356	rollenverständnis 0.00154373617234	ergeben 0.00109112807868	verfügbar 0.00102208992305	wahrheitsanspruch 0.000816223754096	form 0.000704515074972	funktionalisierung 0.000641233480984	benötigen 0.000560738224254	makroebene 0.000468027213488	verschieden 0.000264412390236	umfassen 0.000204647954177	durchlaufen 0.000129454304009
topic275	schaden 0.161022757637	versicherung 0.0882541441338	risiko 0.087068275061	rente 0.0408309494132	abschließen 0.0331689661192	fall 0.0229474798847	versicherer 0.0178302814673	versichern 0.0168792079686	kosten 0.0151545883084	hoch 0.0137255996942	vorsorge 0.0132968753476	finanziell 0.0123653342485	schutz 0.0111505263653	zuschlag 0.0109186242116	wichtig 0.0104719499609	versicherungsschutz 0.0103996638928	alter 0.0103862322538	eigen 0.00891924705315	berufstätig 0.00822286235272	abschluss 0.00796992983871	verursachen 0.00784594992589	beitrag 0.0077109606687	sicherheit 0.00754200125559	unfallversicherung 0.00703796341047	sicher 0.0068429304776
topic276	stufe 0.29542875553	level 0.173888552693	sprung 0.131372306142	ablegen 0.0999372794749	stellungnahme 0.0507197303531	leitfaden 0.0497490465946	gitter 0.0415209050059	drehung 0.0294985723668	karma 0.0214953611568	fünfjährig 0.0195889766562	leveln 0.0172212446479	respektieren 0.0145392274384	konsultation 0.013227303131	barrel 0.00933989033735	rechenschaft 0.00655840053988	normung 0.00493338118984	projektverlauf 0.00369317116982	unerledigt 0.0028007297079	hoch 0.00253884990507	erreichen 0.00192059620028	anspruchsgruppe 0.00182189921972	untugend 0.00132044625856	verhaltensnorm 0.00129745563219	durchreisend 0.00124673177976	spitzenorganisation 0.00114736678481
topic277	kamera 0.221120228645	garantie 0.168635125067	defekt 0.0949322839406	geräusch 0.0875294752705	gehäuse 0.0860674077642	raten 0.0840275946416	einlegen 0.0434274872744	schief 0.0348819354677	clan 0.028954476104	kandidatin 0.0179821300192	cam 0.0162968862845	überzahl 0.0123081995334	aussparung 0.0121800060408	wiederkehr 0.00959996977965	ungefragt 0.00919684387318	anfällig 0.00884220716791	bühnenshow 0.00738154405562	nachhelfen 0.00688482151448	einschicken 0.00673277691779	spulen 0.00540709921091	shuffle 0.0051716255235	existenzberechtigung 0.00434269625272	beschnitten 0.00367004493608	drosselung 0.00319102295477	fotoladen 0.0030977536853
topic278	wunde 0.0987952535116	ausgiebig 0.0901029701248	winzig 0.0850933589476	kratzen 0.0536450183562	dreifach 0.0535259595876	normalfall 0.0515249508474	narbe 0.0510227164226	lamm 0.0451010078133	wochenlang 0.0419126612822	weh 0.0372235177627	enttäuschen 0.0365529190084	pflaster 0.0356440256709	bluten 0.0312179121214	prozedur 0.0307645731926	pink 0.0267930854675	geschlagen 0.0233236009686	zimmern 0.0181121983309	schütten 0.0174322208486	schweinegrippe 0.0156661975313	gliedmaß 0.0137283050496	kruste 0.0131122854274	fete 0.0124796938175	penibel 0.012062284478	sägen 0.0109641412374	erzwungen 0.0100392166252
topic279	angebot 0.212755874467	günstig 0.129849369551	finden 0.0420926468153	geben 0.0326538221876	sparen 0.0317521002515	bieten 0.0307246668197	gut 0.0241192323631	einfach 0.023442205763	preiswert 0.0212942559754	lohnen 0.0201696863818	passend 0.0162893951354	groß 0.0128531117443	nutzen 0.0124348646565	anbieten 0.0123643341633	direkt 0.0118597101441	zeit 0.0114932197598	lassen 0.011376934649	schnell 0.0108402012327	verschieden 0.00982067012907	möglichkeit 0.00971381803497	interessant 0.00903695251913	kosten 0.00902516263311	vergleichen 0.00889325043383	bekommen 0.00874148129191	rabatt 0.00873104396398
topic280	webseite 0.48282027201	leidenschaft 0.106657835964	kürze 0.0909341310669	spam 0.0460480522136	geschäftsmodell 0.0283173271599	idealfall 0.0221419710252	fulminant 0.0152455567851	gegenmaßnahme 0.013873177156	vorankommen 0.0134112007848	namensgebung 0.0126020606736	abschaltung 0.0120207211741	herzlichkeit 0.0110921877114	ausgestatten 0.010979140326	wartungsarbeit 0.0108060221907	provinzial 0.0102836655687	gestüt 0.00941639276102	wohnungssuche 0.0091173126809	fähnchen 0.00894427467004	unterpunkt 0.00878636840198	grundstock 0.00859682318619	staubsaugen 0.00596556746269	gepackt 0.00557144123735	herunterfahren 0.00550855246456	riesenerfolg 0.00522841033464	gesamtzusammenhang 0.00520525312099
topic281	abgeben 0.233843373135	austausch 0.204089947264	gemeinderat 0.124287171649	erhalt 0.0946845340502	diplom 0.09360863996	abgabe 0.0730578326575	meinungsäußerung 0.0217851767223	gruppierung 0.020587443289	hauptthema 0.0202179743885	telefax 0.0176781862765	familienpolitik 0.0124431860333	wahllokal 0.00907331932228	kreisvorstand 0.00871889353793	stimmabgabe 0.00770515233931	wahltag 0.00738872153566	originalausgabe 0.00729112917861	überparteilich 0.00704054539145	geißel 0.00585853070417	geburtsjahr 0.00562824743476	unionsbürger 0.00387275905852	repräsentantenhaus 0.00368438366873	briefwahl 0.00293427687809	ubiquitär 0.00253711007482	nachlesbar 0.00217594183472	europawahl 0.00155838586618
topic282	kaiser 0.130038770148	gefährdung 0.0875692040454	aufgestellt 0.0619020722225	speck 0.0527020573742	verwirklichung 0.0507884845307	kaiserlich 0.0499776040647	dienststelle 0.0484477610984	frankfurt 0.0405107555122	zirkel 0.039776463747	anmutig 0.0229154033726	forensisch 0.0205219575652	neutralisieren 0.0188707328565	personalmanagement 0.0180528582137	vorrecht 0.0160459172483	wohlfahrt 0.0159772702494	umkehrung 0.0149277019814	ausrüstungsgegenstand 0.0147605621952	mundgeruch 0.0146060644499	fachabteilung 0.0142193919315	konkurrenzkampf 0.0136093032845	augenfällig 0.0132841680038	sachwert 0.0132156137666	armenier 0.012968559712	bestimmte 0.0115086425059	verhüllen 0.0107891526748
topic283	geben 0.0353558434125	wirklich 0.0278954330655	sehen 0.0226022267056	machen 0.0201128667821	wissen 0.0183477531039	sicher 0.0152641020781	genau 0.0150765104991	thread 0.014062514456	kommen 0.0135699534615	zeit 0.0135471636882	gehen 0.0134404795389	ding 0.0127309025683	denken 0.0124025988892	bekommen 0.0123542526974	sache 0.0116581645502	recht 0.0115406008184	einfach 0.0112767876764	schreiben 0.0111140322755	fall 0.011062673925	dank 0.0110115152441	gut 0.0106144198203	wahrscheinlich 0.0103036368482	gleich 0.0102853476338	stehen 0.0100174603725	problem 0.00998133822706
topic284	ungarisch 0.120751922898	empfohlen 0.103325485724	angesehen 0.0848835961151	ausarbeitung 0.0685819774147	bedecken 0.0647412713892	führungsposition 0.050528296805	adoption 0.0411668282391	gefüge 0.0401473088638	einschulung 0.0375880970914	menschenrechtsorganisation 0.0277684857989	zufluss 0.0268587623369	erschütternd 0.0237203127071	verdaulich 0.022184564803	wassertiefe 0.0215134957771	gepresst 0.0196407625448	fehlstellung 0.0185382589714	pubertierend 0.0160685270337	konsul 0.0150985800656	zurechnen 0.0132775332903	geschlechtsorgan 0.0129595162926	erzfeind 0.0125441759067	partnervermittlung 0.0103246560736	stoffwechselerkrankung 0.0102919770304	topfen 0.0091002401404	vieldeutig 0.0080165527588
