topic0	knallen 0.358314687133	move 0.179445133302	vermeidbar 0.142048562438	krähen 0.0724785779894	veranstaltungstermin 0.0449965811246	hardrock 0.0424434002469	lausig 0.0407662577773	schönheitschirurg 0.0317447592709	jagdgrund 0.0282156842357	bluesig 0.0249133560959	ohnegleichen 0.0153246942337	altenteil 0.0121628541168	rollin 0.00541923322978	lassen 3.91896033876e-08	liegen 1.73912509516e-08	deutlich 1.73512437898e-08	früh 1.73297600403e-08	kommen 1.73148576763e-08	einzig 1.73028444249e-08	alt 1.7282421764e-08	hart 1.7268456986e-08	egal 1.7265980681e-08	bleiben 1.72659694157e-08	gut 1.72652067697e-08	sehen 1.72649766254e-08
topic1559	blöd 0.626440528084	italiener 0.131141640468	dämlich 0.124413985247	kommen 0.0155102616738	machen 0.0129121633638	klar 0.00913446006022	fallen 0.0077823993747	olle 0.00773905343582	gut 0.0070702992664	recht 0.00635376729358	gehen 0.00557210852822	schön 0.00546376123687	finden 0.00505872390689	sehen 0.00465201723125	wissen 0.00428258931606	geben 0.00403108300299	sagen 0.00259457543338	weisen 0.00234967635708	ändern 0.00234306052813	gehören 0.00231757359648	stehen 0.00204641502161	sinn 0.00129668592246	richtig 0.00124939185323	ganz 0.0010510736765	liegen 0.000943084349586
topic1560	satt 0.673621761449	food 0.149769464117	köstlichkeit 0.134017017478	palliativmedizin 0.0220159595046	ärztetag 0.0105334421069	lebensverlängerung 0.00545066132682	sorgen 0.00297361201084	unbedingt 0.000462743042132	deutlich 1.78646665322e-08	knapp 1.18972350212e-08	voll 1.17378458822e-08	geben 1.16064710772e-08	groß 1.15779414391e-08	reichen 1.15658978089e-08	schnell 1.15654395445e-08	bestimmen 1.15642931458e-08	täglich 1.15635051945e-08	zeit 1.15562197101e-08	lassen 1.15553806026e-08	jahr 1.15551465687e-08	gut 1.15545522527e-08	machen 1.155453188e-08	klar 1.15545011576e-08	kommen 1.15544689064e-08	mensch 1.15543881986e-08
topic1561	geschwister 0.387795802653	prächtig 0.307146723431	geduldig 0.192170135749	scheide 0.0651332554666	langhaarig 0.0229094742971	klein 0.00765745021822	fühlen 0.0046211075837	groß 0.00376511945572	erst 0.00186354263133	lassen 0.00127379510868	beginnen 0.000544266034344	kommen 0.00052619950032	zeit 0.000435380777447	lang 0.000419896702282	gehören 0.000405833796114	alt 0.00027566639618	zweit 0.000271773167791	mal 0.000255246664427	ende 0.000208151117844	spät 0.000201123775424	tag 0.000198405628462	schnell 0.000192714658317	gut 0.000168491406328	machen 0.000153568973564	nehmen 9.94687621323e-05
topic1562	höhepunkt 0.734110423715	gespür 0.0942861206291	sorgen 0.0701258449423	furore 0.0415255996294	gastauftritt 0.0231333032406	familiengerecht 0.0193160539025	urkomisch 0.00910748721873	gemeinschaftsproduktion 0.0060297712696	führen 0.00150018904518	groß 0.000141514003085	zweit 2.78849565903e-06	damalig 3.06787088643e-07	weise 1.04651387916e-08	weit 8.18688114748e-09	vielfältig 7.63831443229e-09	enden 7.43687672317e-09	jahr 7.34582738645e-09	deutsch 7.2363013568e-09	erst 7.21884872889e-09	klein 7.21042335852e-09	bild 7.20918751705e-09	gehören 7.20844554144e-09	nehmen 7.20824889974e-09	neu 7.20757191959e-09	gestalten 7.20739021744e-09
topic1563	zweckmäßig 0.267340890673	kostenerstattung 0.113377820489	gloria 0.0738231526252	einbringung 0.0672736365767	stecknadel 0.0474745209207	altschuld 0.0313218137633	registergericht 0.0304676246022	stola 0.0302378935866	einsichtsrecht 0.0287586303725	aufklärungspflicht 0.026125857826	hinzurechnen 0.0234374468048	rückübertragung 0.0225336413969	klärungsbedarf 0.0220064394534	schrittchen 0.0217843470936	abfindungsanspruch 0.0200793378842	ausstopfen 0.0181860159318	gesetzesgrundlage 0.0179736347337	prüfungsbericht 0.0167214950898	gesamtschuldnerisch 0.0155206671318	aufsplitterung 0.0154063024362	bewegungsspielraum 0.0148293941464	fußbett 0.0139143695626	dazwischenliegend 0.0118163792209	sicherheitsschuh 0.0103824266044	klärungsbedürftig 0.00900638205221
topic1564	kratzer 0.350458714398	touchscreen 0.253550233746	akkulaufzeit 0.107274663905	fensterbank 0.0965660310058	klein 0.0545643332208	tischbein 0.0282517056371	groß 0.0187416116625	musikplayer 0.0145760040203	knocken 0.0132851664234	liegen 0.0125287516715	digitalzoom 0.0114333350655	lassen 0.00735361710928	neu 0.00705963777189	schnell 0.00655361352086	fallen 0.00576578093969	kommen 0.00355104346329	recht 0.00197420991961	einfach 0.00140213334059	kurz 0.0013124276315	sehen 0.0010656036567	gut 0.000627511180383	erst 5.04480993576e-05	lang 1.96453928031e-05	geben 1.3244733411e-05	machen 1.6166861174e-06
topic1565	hauptsitz 0.271761973155	ablösung 0.134089116612	produktionsstätte 0.124472823326	frachter 0.0935214157688	umrüstung 0.0902073395552	stillgelegt 0.0796000467882	gehören 0.0324914038808	kriegsbedingt 0.0257706158733	airbus 0.0181068298626	erst 0.0173075715697	jahr 0.0159331068677	gleichförmigkeit 0.0156359103643	groß 0.014067920367	weit 0.0134014720827	haupteinnahmequelle 0.0131485605791	neu 0.0103604080367	retournieren 0.00770871016232	erfolgreich 0.00463143096272	gleichzeitig 0.00440035420032	spät 0.00397464336947	beginnen 0.00339929563259	kurz 0.00217146979618	stehen 0.00162891178541	zweit 0.000267898427081	ende 0.000148725313709
topic1566	technologisch 0.316714172998	fantasie 0.273322824728	progressiv 0.221102378177	heilpraktiker 0.114019512696	nachwelt 0.0699807110709	hauptschlagader 0.00379210154454	betrachten 5.88730174253e-08	stellen 2.20379030483e-08	neu 1.10265886042e-08	eigen 1.07322489992e-08	erfolgreich 1.06952927686e-08	echt 1.0692374245e-08	voll 1.06912627514e-08	klein 1.06850388466e-08	möglichkeit 1.0683780263e-08	bieten 1.06835454245e-08	stehen 1.06834768446e-08	gestalten 1.06834354351e-08	täglich 1.06832854341e-08	teil 1.06832620607e-08	jahr 1.06831068355e-08	weit 1.06830790015e-08	finden 1.06830744415e-08	zeit 1.06830720033e-08	freuen 1.06830508485e-08
topic1567	scheinen 0.774383109287	anscheinend 0.129035214388	tatsächlich 0.0181992176214	spekulieren 0.0169698131211	fanatiker 0.00818685127846	einzig 0.00736278136762	dienlich 0.00641852254167	mitziehen 0.00559035178219	gewiss 0.00522612632496	versuchen 0.00291643614177	sicher 0.00229073535211	sehen 0.00219715941554	aufschreien 0.00195493165703	populist 0.00176208883224	lassen 0.00162771959692	liegen 0.00148073100741	fallen 0.00128161500469	ende 0.0012273720412	klar 0.00121926244879	reichen 0.00113418295042	deutlich 0.00107814146261	gehen 0.00101787404605	sinn 0.000898011534553	ändern 0.000830107643277	geben 0.000765233032599
topic1568	gespannt 0.599379447523	stattlich 0.118437760218	überspringen 0.0885338063365	überfüllt 0.0699421870949	befremdlich 0.0553568243782	minutentakt 0.0263334449061	entnervt 0.0230152265455	lateiner 0.0137131326051	rausschmeißer 0.00443890333684	knapp 3.26209397402e-05	scheinen 1.72876041313e-08	bestätigen 8.31118939176e-09	recht 8.23720214966e-09	letzt 8.19408297535e-09	tag 8.17968042134e-09	gut 8.1778860551e-09	kommen 8.17150198717e-09	nah 8.1704268565e-09	groß 8.1685892201e-09	auftreten 8.16783495015e-09	mal 8.16766013389e-09	hoch 8.16742097394e-09	echt 8.16739992239e-09	einzig 8.16738768858e-09	ende 8.16734359626e-09
topic1569	investieren 0.744241683813	ingenieurbüro 0.0684541027881	wirtschaftsstandort 0.053765509675	wirtschaftswissenschaftlich 0.041601322969	unternehmenskommunikation 0.0404952371751	generationsübergreifend 0.0192869601526	lernmittel 0.00969204871744	industriemechaniker 0.0092172699281	erfolgreich 0.00566977282829	setzen 0.00503391378179	hoch 0.000649784815625	gut 0.000552764478437	sorgen 0.000333424050378	groß 0.000123374513131	neu 8.30523190669e-05	modern 1.83539977329e-05	grundsätzlich 2.21400158594e-07	direkt 2.14745451021e-07	jahr 2.06337212685e-07	eigen 8.70507970874e-08	stark 8.06614903433e-08	unterstützen 4.78213985709e-08	zusätzlich 9.04590071314e-09	wichtig 7.97233831292e-09	früh 7.94882436389e-09
topic1570	ernstzunehmend 0.32628301937	fortgesetzt 0.242782164993	populismus 0.174506783672	tätigen 0.128906252294	blockpartei 0.0352411796303	vollmitglied 0.0308470157931	wiedereinreise 0.0247844271282	missgriff 0.0170781275495	informationsdichte 0.0157599641466	weit 3.81142063876e-08	ergeben 3.81141813539e-08	gleich 3.81141344091e-08	wirklich 3.81141215023e-08	geben 3.81141187632e-08	nennen 3.81141022891e-08	letzt 3.81141020205e-08	erst 3.81140957902e-08	thema 3.81140942372e-08	stelle 3.81140899767e-08	hoch 3.81140899292e-08	tatsächlich 3.81140884636e-08	genau 3.81140874724e-08	form 3.81140867621e-08	behaupten 3.81140867485e-08	zeit 3.81140864238e-08
topic1571	ohr 0.647141091284	front 0.294289437462	probefahrt 0.0482379053413	zuhaben 0.00928757033511	gut 0.000268531477587	klein 0.00014738753432	lassen 5.96856049211e-05	gehen 4.97086264546e-05	machen 1.53436343544e-05	lang 1.1360850845e-05	sehen 4.94322476246e-06	richtig 2.2839723529e-06	angehen 8.3736573206e-07	sicher 7.33184320874e-07	geben 3.09792114587e-07	nehmen 7.87584990969e-08	alt 5.99571400318e-08	komplett 3.86900901338e-08	stellen 1.32021299346e-08	schön 8.33040556979e-09	neu 7.73928064787e-09	kommen 6.12314403038e-09	erst 5.52814599241e-09	jahr 5.48699595319e-09	stehen 5.34406116367e-09
topic1572	rakete 0.429207962431	düse 0.158816157728	triebwerk 0.116725005623	ruhend 0.107526409283	nominal 0.0667218527504	jahreshälfte 0.0661350201373	zweit 0.0238462514739	erst 0.0218916353941	verschieden 0.00313934533385	jahr 0.001528428023	spät 0.00131314631647	kommen 0.000479875859881	groß 0.000399717536414	hoch 0.000228388373681	kurz 0.000215447095668	ende 0.000186469741405	geben 0.00011711059366	sehen 8.23015919992e-05	führen 3.5361171182e-05	gleich 1.4996279641e-05	unterschiedlich 1.29640467785e-05	heißen 5.28938619901e-06	stark 4.62358301803e-07	stellen 8.34128295714e-08	fallen 2.0859981509e-08
topic1573	offensichtlich 0.903724763792	strotzen 0.0258638825282	personalien 0.0239891177163	glatze 0.0203047852163	jugendmeisterschaft 0.015627181185	industriespionage 0.00603395472636	geheimratsecke 0.00248691586077	haarkranz 0.00145696616761	verlieren 2.86851310414e-06	gehen 5.4568572664e-09	jahr 5.36487508871e-09	zeigen 5.26105742344e-09	machen 5.24541149664e-09	alt 5.14213752934e-09	sicher 5.13055523494e-09	selten 5.11405619708e-09	nehmen 5.10922618411e-09	weit 5.10737664978e-09	stellen 5.10426593581e-09	lassen 5.10196003696e-09	tun 5.09872855197e-09	kennen 5.09778156218e-09	kommen 5.09639182242e-09	klar 5.09630494832e-09	wissen 5.09629913567e-09
topic1574	optimistisch 0.459817040897	optimismus 0.217964381247	überkommen 0.138338008308	tinte 0.121892066705	ertragreich 0.0530315742913	schmelzofen 0.0065876137357	voll 0.000874184483059	früh 1.58275378844e-05	scheinen 4.15704188432e-06	zeit 9.98072918709e-07	klar 3.8970404744e-07	jahr 1.49535231688e-07	bleiben 5.24607160646e-08	lassen 5.22950745863e-08	liegen 3.32424376201e-08	gut 2.18710601519e-08	sehen 1.63424353472e-08	bringen 1.62857626875e-08	deutlich 1.59589698251e-08	ausgehen 1.55770365114e-08	neu 1.52036342636e-08	ende 1.51184512505e-08	freuen 1.48515998286e-08	erst 1.47467712796e-08	stehen 1.47433875838e-08
topic1575	folgen 0.975975638799	slalom 0.00714345968752	zugucken 0.00564887979965	hundeführer 0.00512054890448	strafpunkt 0.00201419641143	erst 0.00193482312332	weit 0.00123098261113	führen 0.000275994389202	geländelauf 0.000267281578309	bestehen 0.000178290675	gelten 2.366217719e-05	finden 6.22817379346e-07	bestimmt 8.33512686918e-08	stellen 1.0815155034e-08	geben 4.80097638461e-09	eigen 2.10661356376e-09	ganz 1.87734666939e-09	möglichkeit 1.85869760221e-09	hoch 1.85574579499e-09	kommen 1.85560620734e-09	liegen 1.8555399095e-09	gut 1.85549397255e-09	wichtig 1.85549339837e-09	laufen 1.85547644216e-09	falsch 1.85547625179e-09
topic1576	dauern 0.728744799821	abenteuer 0.222497313316	lang 0.0222845593192	beginnen 0.00799330628881	flugbegleiterin 0.00585436621907	zeit 0.00220862961717	unbedingt 0.00176271838832	schnell 0.00173752487546	erneut 0.00162003163662	nötig 0.000907110669148	eigentlich 0.000883389181764	spät 0.000793695847327	kurz 0.000494433601498	klein 0.000355804511571	kommen 0.000251365951923	erst 0.00023664906249	machen 0.000222492391134	zweit 0.000205253411142	bringen 0.000195140619115	sicher 9.95944564915e-05	bestehen 7.81614699497e-05	lassen 7.48892005516e-05	neu 6.96528463404e-05	unterschiedlich 3.96238033744e-05	gehen 3.27978856305e-05
topic1577	einig 0.483684644402	bock 0.277499567279	weitsprung 0.0721546108548	schulsport 0.0587979708446	happig 0.0397817026689	jonglieren 0.0377164552358	straucheln 0.0202652052607	penne 0.00925009021944	reichen 7.68247583786e-07	knapp 5.96457314442e-07	schnell 3.44108120888e-07	bleiben 1.08894477518e-08	interessieren 9.33436630002e-09	kommen 9.29404083438e-09	machen 8.90486947913e-09	gehen 8.54412058354e-09	bringen 8.54239606651e-09	gut 8.53574776092e-09	geben 8.5213575899e-09	genau 8.50224668837e-09	klein 8.49738158328e-09	woche 8.48958282372e-09	stellen 8.48643959164e-09	tag 8.4863634192e-09	letzt 8.48524054601e-09
topic1578	türe 0.740883383863	klopfen 0.0964240034015	stehen 0.0549251481326	enthusiasmus 0.0281892380823	schläfe 0.0121438430028	rabiat 0.00811703014559	schramme 0.00780011482854	abheilen 0.00753030245631	treten 0.00732176202766	kopfbereich 0.00630491867456	lassen 0.00627974480098	kommen 0.00536035666079	fallen 0.0028431081944	gehen 0.00204877254004	bringen 0.00192752336701	setzen 0.00171114398415	tag 0.00150285505525	sehen 0.00135978113865	betrachten 0.00119906816483	zweit 0.000686048839181	nötig 0.000660978496383	versuchen 0.00059981832362	ende 0.000585061761695	mal 0.000510728500955	schnell 0.00042901568905
topic1579	elternhaus 0.390447883226	hysterisch 0.185749708217	paroli 0.0847458224364	rückbank 0.073471135723	narzisstisch 0.0531624981719	herumtreiben 0.0525845475585	anschreien 0.0501691492235	bloßstellen 0.0480236731241	nacktfoto 0.0284418907805	durchleiden 0.0155403532433	memme 0.0131356327696	verlieren 0.00226254817305	früh 1.08330618024e-07	kommen 2.269544896e-08	machen 2.26642515298e-08	lassen 2.2658018354e-08	wissen 2.26573787167e-08	mal 2.26547659984e-08	bringen 2.26544196924e-08	sehen 2.26541858194e-08	sagen 2.26539861125e-08	halten 2.26538032235e-08	kurz 2.26537505754e-08	eigen 2.26537249526e-08	gehen 2.26536991872e-08
topic1580	erweitern 0.95020492788	ermöglichen 0.0232622969345	versandt 0.0211890038662	neu 0.00397595221799	erfolgreich 0.000214374486329	möglichkeit 1.6865133981e-05	lassen 9.80342252989e-06	schnell 6.52790057433e-06	einfach 5.15228299718e-06	richten 1.44054778015e-06	eigen 6.47328824469e-07	finden 6.2282350918e-07	zusätzlich 2.94459646019e-08	möglich 1.83510307517e-08	weit 1.6095745794e-08	machen 1.31880647624e-08	genau 1.14562282759e-08	verschieden 1.12752777578e-08	wissen 1.12702148316e-08	wichtig 1.11467794754e-08	gehen 1.11385131622e-08	richtig 1.11364154872e-08	groß 1.11359700365e-08	vermeiden 1.11355408274e-08	frage 1.11341769745e-08
topic1581	hintergrund 0.88152406158	zurückhaltend 0.0793456611189	viereck 0.0136021004912	benutzerkonto 0.0133089146513	herzchen 0.00966813568599	trauminsel 0.0018583975836	zweit 0.00021947075033	sehen 0.000119982672654	ändern 1.39938746595e-05	lassen 1.3106396125e-06	nehmen 1.27052754177e-06	fallen 2.87714067289e-08	entsprechend 2.45691854993e-08	stehen 1.66000068839e-08	zeigen 1.39718430931e-08	gehen 8.6906756715e-09	deutlich 8.3825678636e-09	nah 5.54167573056e-09	kommen 4.82525919146e-09	genau 4.68899780713e-09	bleiben 3.7305299655e-09	beginnen 3.55528225392e-09	neu 3.53977380148e-09	groß 3.41102506393e-09	weit 3.41065979642e-09
topic1582	horizontal 0.215410262421	vertikal 0.201734100523	sachbearbeiter 0.0936155991419	einwendung 0.0705703324732	erledigung 0.0680664019227	mutti 0.0673833245825	funkamateur 0.0567548175368	amateurfunk 0.0365076568016	rührig 0.0286109007531	babysitter 0.025900221667	kurzwelle 0.0226629364383	fremdsprachenkenntnis 0.0225286452176	unterschriftenaktion 0.0197686475852	eingezeichnet 0.0180361315734	finanzwesen 0.0145667836363	selbstlosen 0.00965687470528	mindestzahl 0.00798962936011	versorgungsbereich 0.00571345082651	ergeben 0.00475256976339	notwendig 0.00326444810867	gleichzeitig 0.00263204052593	treten 0.00151557192033	führen 0.00106361701263	bestehen 0.000248973770584	hoch 0.000197820795868
topic1583	defekt 0.406938495405	stick 0.220908047388	faq 0.142060131048	neustart 0.118141157334	neu 0.0355599549985	sticken 0.0346171638184	liegen 0.011894500641	gehen 0.010353074378	kommen 0.00448898056796	treten 0.00390667226092	sehen 0.00174593208408	nötig 0.00142679371381	machen 0.00127006102186	stehen 0.00085108020637	sicher 0.000795749743154	möglich 0.000779757595779	fall 0.000645435296368	bestehen 0.000500866871911	genau 0.000432854603769	lassen 0.000412147052536	kennen 0.000262975141206	recht 0.000229469751266	richtig 0.000221221959254	einfach 0.000195302254134	erst 0.000182483559938
topic1584	erlebnis 0.415937821152	einzigartig 0.38478467771	unvergesslich 0.0995431822483	entlegen 0.0172932774435	vulkanisch 0.0163707868317	speziell 0.0115955081691	lassen 0.0084176780862	machen 0.00656425025207	bergregion 0.00534087713556	reiseteilnehmer 0.00483873528965	performanz 0.00482662617556	volksstamm 0.00431059511446	videotechnik 0.00406121552932	unterlegscheibe 0.00399956545871	wagenheber 0.00343992160325	aufenthaltszeit 0.00246139183094	verschieden 0.00198825167035	sorgen 0.00185558511102	unterschiedlich 0.000844064228873	flugzeugindustrie 0.00076897469888	bieten 0.000306762812068	sicher 0.00013778122381	tag 7.94164883057e-06	groß 2.68167487679e-06	lang 1.64859275198e-08
topic1585	satellit 0.240144899015	kreisen 0.236735336606	messwert 0.103234205051	scannen 0.0858602407479	umlaufend 0.0622418751615	industriezweig 0.0407166402725	seemeile 0.0377049464362	luftfeuchte 0.0338131829013	filterpapier 0.0269710163836	nahrungsquelle 0.0233987943805	wassersäule 0.0222373004428	unappetitlich 0.0210111703037	plankton 0.0182880310625	windstille 0.0167245204164	polarstern 0.0148258405998	entgegenblicken 0.00610507566655	passatwind 0.00331681867367	unterschiedlich 0.00272797710537	genannt 0.00238918276662	gleichzeitig 0.000257629953549	hoch 6.51210618796e-05	groß 1.05236171306e-05	lang 5.93012460414e-07	dienen 3.2047835249e-07	direkt 2.293028599e-07
topic1586	schleife 0.34816063293	array 0.166874663324	beherrschung 0.134885746566	universitätsklinika 0.125336303089	counter 0.0828614546267	seitenaufruf 0.0668603077646	erst 0.0248289957151	amtsdeutsch 0.0102417500817	zweit 0.00968350013978	synopse 0.00656262203738	ende 0.00552398740208	geben 0.00475506371606	möglich 0.00319499526469	bestimmt 0.00250801523223	groß 0.00230643953947	einfach 0.0019535461705	kommen 0.000513381386361	gehen 0.00045735560171	richtig 0.000411523255187	jeweilig 0.000337519901425	sehen 9.12244539673e-05	nah 4.19872141261e-05	stehen 3.38175565488e-05	lassen 1.34048415038e-05	entsprechend 2.5515418722e-06
topic1587	england 0.792861483652	verhökern 0.122257775409	kaufoption 0.0758389581395	echt 9.04651165032e-08	machen 9.04272185335e-08	zeit 9.04259857679e-08	bringen 9.04250472726e-08	sicher 9.04248113221e-08	kommen 9.04233342238e-08	scheinen 9.04225637335e-08	spielen 9.0422450143e-08	geben 9.04210805869e-08	gehen 9.0420978808e-08	gut 9.04207411344e-08	alt 9.04207143929e-08	recht 9.04207095304e-08	klar 9.04206942353e-08	jahr 9.04206720948e-08	glauben 9.04206625729e-08	lassen 9.04206449731e-08	übrig 9.04206438177e-08	wissen 9.0420613822e-08	wirklich 9.0420607662e-08	bekommen 9.04205950754e-08	unbedingt 9.04205729684e-08
topic1588	mehrfach 0.851090744088	platzverweis 0.0456180891242	skandalös 0.0327575901342	ummünzen 0.0135874233138	erfolgreichsten 0.0126779429135	abnutzen 0.0103300625924	wunderding 0.00943557233419	umsetzer 0.00914933694772	schwätzen 0.0065917441342	genügsamkeit 0.00619482012233	gezappel 0.00158939703777	deutlich 0.000303174839477	lassen 3.38476283357e-08	sehen 2.72343144901e-08	gut 1.40424168138e-08	heißen 1.19130651786e-08	scheinen 1.05743224325e-08	machen 1.05431281652e-08	geschehen 7.82961411322e-09	setzen 7.26371437334e-09	bestätigen 6.94890700262e-09	auftreten 6.85623687492e-09	kommen 6.83302340903e-09	zeigen 6.80666734921e-09	lang 6.79789556954e-09
topic1589	regisseurin 0.245347808764	porno 0.238581867221	credo 0.194636831566	translation 0.0911537613856	verwundbar 0.0838781920628	orientierungslosigkeit 0.069135742258	wildgehege 0.0303066464699	wildart 0.0302778326012	naturbursche 0.0133918300872	eigen 4.43120123588e-08	lang 3.29243540623e-08	erst 3.29078751994e-08	bleiben 3.28998052941e-08	drehen 3.2898944279e-08	gehen 3.28981384307e-08	kommen 3.28979458252e-08	fühlen 3.28979144136e-08	finden 3.28978911665e-08	aktuell 3.28978504172e-08	groß 3.28977839623e-08	bestimmen 3.28977702043e-08	stehen 3.28977572513e-08	besitzen 3.28977467895e-08	lassen 3.28977457859e-08	gelingen 3.28977442465e-08
